average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,38,0,0,NHL,20,19,85,20,146,8,3,1,7,1984-85,WIN,11,27,"[{'link': '/awards/voting-1985.html#calder', 'name': 'Calder-13'}]",7.5,,0
,46,1,0,NHL,21,14,96,-38,168,13,2,1,16,1985-86,WIN,15,31,[],8.9,,80
,44,2,0,NHL,22,21,53,19,159,8,5,1,9,1986-87,WIN,13,31,"[{'link': '/awards/voting-1987.html#AS', 'name': 'AS-22'}]",8.2,,78
,58,1,0,NHL,23,12,106,-8,198,8,5,2,31,1987-88,WIN,13,45,[],6.6,,68
,56,5,2,NHL,24,11,62,-18,209,11,9,0,23,1988-89,WIN,22,34,[],10.5,,75
,46,1,0,NHL,25,18,96,-15,205,9,8,2,9,1989-90,WIN,17,29,"[{'link': '/awards/voting-1990.html#AS', 'name': 'AS-16'}]",8.3,,77
,49,1,1,NHL,26,12,75,-8,195,5,6,2,23,1990-91,TOT,12,37,[],6.2,,77
,11,0,1,NHL,26,2,6,-4,41,2,1,0,5,1990-91,WIN,4,7,[],9.8,,17
,38,1,0,NHL,26,10,69,-4,154,3,5,2,18,1990-91,TOR,8,30,[],5.2,,60
,51,4,1,NHL,27,12,95,-13,225,8,9,1,20,1991-92,TOR,18,33,[],8.0,,79
,40,1,0,NHL,28,9,46,19,186,2,4,0,25,1992-93,TOR,6,34,[],3.2,,70
,43,1,0,NHL,29,12,42,6,146,2,5,0,24,1993-94,TOR,7,36,[],4.8,,68
,15,1,0,NHL,30,4,26,-6,84,2,3,0,6,1994-95,TOR,5,10,[],6.0,,33
,22,0,1,NHL,31,12,59,-10,153,1,1,1,6,1995-96,TOR,3,19,[],2.0,,80
,21,2,0,NHL,32,4,40,-6,105,5,1,3,8,1996-97,TOT,6,15,[],5.7,,76
,14,1,0,NHL,32,4,34,-8,83,4,0,3,3,1996-97,TOR,4,10,[],4.8,,56
,7,1,0,NHL,32,0,6,2,22,1,1,0,5,1996-97,NJD,2,5,[],9.1,,20
,23,1,0,NHL,33,11,67,3,129,1,2,1,8,1997-98,BOS,3,20,[],2.3,,82
14:48,6,0,0,NHL,34,3,25,11,45,0,0,0,3,1998-99,BOS,0,6,[],0.0,799,54
13:28,10,1,0,NHL,35,4,12,-4,41,2,0,0,4,1999-00,STL,2,8,[],4.9,701,52
