bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,ON-Jr.A,30,Burlington Cougars,1663,16,0,0,0,112,0,0,0,1,0,0,0,0,0,0,1993-94,0,4.04,0,0
0,NOJHA,2,Rayside-Balfour Canadians,89,17,2,0,0,12,0,0,0,0,0,0,0,0,0,0,1994-95,0,8.09,0,0
0,ON-Jr.A,21,Smiths Falls Bears,1275,17,8,0,0,75,0,0,3,0,10,0,0,0,0,0,1994-95,0,3.53,0,0
0,OHL,4,Sudbury Wolves,138,17,0,0,0,6,0,0,0,0,2,0,0,0,0,0,1994-95,0,2.61,0,0
0,OHL,39,Sudbury Wolves,1887,18,16,0,0,123,0,0,2,0,13,0,0,0,0,0,1995-96,0,3.91,0,0
0,OHL,61,Sudbury Wolves,3311,19,29,0,0,232,0,0,7,1,21,0,0,0,0,0,1996-97,0,4.20,0,0
0,ECHL,3,Dayton Bombers,89,19,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1996-97,0,4.04,0,0
0,OHL,42,2 Teams,2332,20,14,0,0,115,0,0,4,3,21,0,0,0,0,.912,1997-98,1300,2.96,0,1185
0,OHL,14,Sudbury Wolves,807,20,7,0,0,50,0,0,1,0,5,0,0,0,0,.904,1997-98,521,3.72,0,471
0,OHL,28,Erie Otters,1525,20,7,0,0,65,0,0,3,3,16,0,0,0,0,.917,1997-98,779,2.56,0,714
0,AHL,1,Lowell Lock Monsters,59,21,1,0,0,3,0,0,0,0,0,0,0,0,0,.885,1998-99,26,3.05,0,23
0,ECHL,31,Hampton Roads Admirals,1713,21,7,0,0,84,0,0,3,1,18,0,0,0,0,.916,1998-99,997,2.94,2,913
0,ECHL,12,Trenton Titans,692,22,6,0,0,36,0,0,1,1,5,0,0,0,0,.902,1999-00,369,3.12,0,333
0,AHL,15,2 Teams,787,22,5,0,0,39,0,0,0,0,9,0,0,0,0,.903,1999-00,403,2.97,0,364
0,AHL,14,Lowell Lock Monsters,727,22,5,0,0,36,0,0,0,0,8,0,0,0,0,.901,1999-00,362,2.97,0,326
0,AHL,1,Providence Bruins,60,22,0,0,0,3,0,0,0,0,1,0,0,0,0,.927,1999-00,41,3.00,0,38
0,AHL,20,Springfield Falcons,1066,23,10,0,0,54,0,0,1,0,7,0,0,0,0,.907,2000-01,578,3.04,0,524
0,AHL,20,Bridgeport Sound Tigers,1071,24,5,0,0,45,0,0,1,2,10,0,0,0,0,.923,2001-02,582,2.52,2,537
0,AHL,34,Bridgeport Sound Tigers,1962,25,14,0,0,86,0,0,3,2,15,0,0,0,0,.912,2002-03,975,2.63,0,889
0,AHL,42,2 Teams,2464,26,18,0,0,104,0,0,6,3,16,0,0,0,0,0,2003-04,0,2.53,0,0
0,AHL,35,Toronto Roadrunners,2064,26,14,0,0,89,0,0,5,2,14,0,0,0,0,0,2003-04,0,2.59,0,0
0,AHL,7,Hartford Wolf Pack,400,26,4,0,0,15,0,0,1,1,2,0,0,0,0,0,2003-04,0,2.25,0,0
0,AHL,35,Hartford Wolf Pack,1900,27,11,0,0,56,0,0,1,7,19,0,0,0,0,.935,2004-05,859,1.77,0,803
0,Russia,45,Lokomotiv Yaroslavl,2734,28,0,0,3,89,0,0,0,4,0,3,0,0,0,0,2005-06,0,1.95,8,0
0,AHL,30,Hartford Wolf Pack,1694,29,12,0,2,66,0,0,0,2,17,2,0,0,0,.909,2006-07,727,2.34,4,661
0,AHL,11,Hartford Wolf Pack,547,32,5,0,0,34,0,0,1,0,4,0,0,0,0,.877,2009-10,276,3.73,0,242
0,KHL,35,CSKA Moscow,1897,33,0,0,0,93,0,0,0,2,0,0,0,0,0,0,2010-11,0,2.94,4,0
0,Italy,15,Brunico,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12,0,0,0,0
