year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2002-03,18,0,2,1,-5,QMJHL,7,Cape Breton Screaming Eagles,1
2002-03,18,5,44,16,0,MJrHL,32,2 Teams,21
2002-03,18,0,2,0,0,MJrHL,1,Yarmouth,0
2002-03,18,5,42,16,0,MJrHL,31,Antigonish Bulldogs,21
2003-04,19,4,137,12,16,QMJHL,68,Cape Breton Screaming Eagles,16
2004-05,20,12,163,27,-3,QMJHL,69,Cape Breton Screaming Eagles,39
2005-06,21,0,18,0,-7,AHL,24,Omaha Ak-Sar-Ben Knights,0
2005-06,21,1,55,11,10,ECHL,41,Las Vegas Wranglers,12
2006-07,22,2,60,6,1,AHL,70,Omaha Ak-Sar-Ben Knights,8
2007-08,23,5,67,13,-13,AHL,65,Quad City Flames,18
2011-12,27,0,2,4,1,AHL,2,Texas Stars,4
2012-13,28,2,22,7,1,AHL,21,Rochester Americans,9
2013-14,29,0,9,0,-4,AHL,3,St. John\'s IceCaps,0
2016-17,32,3,20,4,6,AHL,31,Milwaukee Admirals,7
