year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1982-83,16,4,100,10,0,BCJHL,54,Vernon Lakers,14
1983-84,17,5,107,21,0,BCJHL,22,Revelstoke Rangers,26
1983-84,17,3,93,9,0,WHL,47,Kamloops Jr. Oilers,12
1984-85,18,6,100,7,0,WHL,34,Kamloops Blazers,13
1985-86,19,3,92,13,0,WHL,32,Kamloops Blazers,16
1986-87,20,13,153,18,0,WHL,54,Kamloops Blazers,31
1987-88,21,7,210,31,0,IHL,82,Colorado Rangers,38
1988-89,22,0,6,0,0,IHL,2,Denver Rangers,0
1989-90,23,8,109,13,0,IHL,38,Flint Spirits,21
1990-91,24,3,229,7,0,AHL,61,2 Teams,10
1990-91,24,1,162,3,0,AHL,38,Binghamton Rangers,4
1990-91,24,2,67,4,0,AHL,23,Moncton Hawks,6
1991-92,25,4,170,18,0,AHL,63,Moncton Hawks,22
1992-93,26,7,189,24,0,AHL,78,St. John\'s Maple Leafs,31
1999-00,33,0,4,0,2,AHL,5,Worcester IceCats,0
1999-00,33,2,51,6,9,IHL,32,Houston Aeros,8
2000-01,34,3,66,13,14,IHL,67,Houston Aeros,16
