year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1995-96,16,8,0,32,0,AMHL,32,Red Deer Optimist Chiefs,40
1996-97,17,9,0,33,0,HJHL,36,Red Deer Vipers,42
1997-98,18,1,16,5,0,WCHA,30,Colorado College,6
1998-99,19,3,75,10,0,WCHA,41,Colorado College,13
1999-00,20,6,26,17,0,WCHA,39,Colorado College,23
2000-01,21,2,48,28,0,WCHA,34,Colorado College,30
2001-02,22,1,16,4,4,AHL,35,Syracuse Crunch,5
2001-02,22,1,0,0,3,UHL,1,Elmira Jackals,1
2002-03,23,2,37,5,2,AHL,52,Syracuse Crunch,7
2003-04,24,2,67,2,0,Germany,50,Hamburg Freezers,4
2004-05,25,4,90,6,0,Germany,36,Hamburg Freezers,10
2005-06,26,4,56,11,0,Germany,49,Hamburg Freezers,15
2006-07,27,3,22,5,0,Germany,47,Hamburg Freezers,8
2007-08,28,2,34,7,0,Germany,44,Hamburg Freezers,9
2008-09,29,2,38,15,0,Germany,45,Hamburg Freezers,17
2009-10,30,4,53,10,0,Germany,39,Hamburg Freezers,14
2010-11,31,3,57,10,0,Germany,50,Hannover Scorpions,13
2011-12,32,2,8,4,0,Germany,29,Hannover Scorpions,6
