assists,year,games_played,points,goals,team,age,pim,plus_minus,league
19,1982-83,32,33,14,St. Michael\'s Buzzers,15,68,0,ON-Jr.B
38,1983-84,62,76,38,Sudbury Wolves,16,178,0,OHL
28,1984-85,53,63,35,Sudbury Wolves,17,129,0,OHL
67,1985-86,61,110,43,2 Teams,18,190,0,OHL
17,1985-86,21,29,12,Sudbury Wolves,18,55,0,OHL
50,1985-86,40,81,31,Cornwall Royals,18,135,0,OHL
45,1986-87,52,67,22,Cornwall Royals,19,88,0,OHL
25,1987-88,57,40,15,New Haven Nighthawks,20,170,0,AHL
39,1988-89,69,64,25,New Haven Nighthawks,21,200,0,AHL
30,1989-90,51,47,17,New Haven Nighthawks,22,152,0,AHL
34,1990-91,58,50,16,Moncton Hawks,23,107,0,AHL
35,1991-92,65,67,32,2 Teams,24,104,0,AHL
26,1991-92,46,46,20,Baltimore Skipjacks,24,98,0,AHL
9,1991-92,19,21,12,Moncton Hawks,24,6,0,AHL
59,1992-93,69,94,35,Binghamton Rangers,25,126,0,AHL
44,1993-94,70,69,25,Binghamton Rangers,26,83,0,AHL
43,1994-95,62,64,21,Binghamton Rangers,27,105,0,AHL
24,1995-96,79,43,19,Orlando Solar Bears,28,123,0,IHL
35,1996-97,82,52,17,2 Teams,29,83,0,IHL
24,1996-97,61,38,14,Fort Wayne Komets,29,64,0,IHL
11,1996-97,21,14,3,Cincinnati Cyclones,29,19,0,IHL
