year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1974-75,20,5,8,5,0,Finland,36,Assat Pori,10
1974-75,20,2,4,2,0,WJC-A,5,Finland,4
1975-76,21,24,25,15,0,Finland,36,Assat Pori,39
1975-76,21,3,6,3,0,WEC-A,10,Finland,6
1976-77,22,3,2,1,0,Can-Cup,5,Finland,4
1976-77,22,17,18,20,0,Finland,36,Assat Pori,37
1976-77,22,4,2,4,0,WEC-A,10,Finland,8
1977-78,23,19,28,25,0,Finland,39,Assat Pori,44
1977-78,23,1,4,0,0,WEC-A,10,Finland,1
1978-79,24,36,55,18,0,Finland,36,Assat Pori,54
1979-80,25,5,2,5,0,CHL,16,Houston Apollos,10
1980-81,26,19,20,21,0,Finland,36,Assat Pori,40
1980-81,26,3,14,3,0,Nat-Tm,18,Finland,6
1981-82,27,0,0,0,0,Can-Cup,3,Finland,0
1981-82,27,24,12,20,0,Finland,36,Assat Pori,44
1981-82,27,2,2,2,0,WEC-A,7,Finland,4
1982-83,28,14,22,18,0,Finland,35,Assat Pori,32
1982-83,28,1,8,1,0,WEC-A,10,Finland,2
1983-84,29,27,28,15,0,Finland,37,Assat Pori,42
1984-85,30,18,32,20,0,Finland,36,Assat Pori,38
1984-85,30,1,4,0,0,WEC-A,10,Finland,1
1985-86,31,23,24,26,0,Finland,34,Assat Pori,49
1985-86,31,4,10,2,0,WEC-A,10,Finland,6
1986-87,32,14,20,22,0,Finland,43,Assat Pori,36
1987-88,33,21,36,16,0,Finland,43,Assat Pori,37
1988-89,34,16,20,24,0,Finland,42,Assat Pori,40
1989-90,35,31,18,52,0,Finland-2,44,Assat Pori,83
1990-91,36,9,20,24,0,Finland,43,Assat Pori,33
