age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0.0,0,0,0,NHL,3,0,1983-84,0,3,0,,0,22,,PHI,0
21,,9.3,4,8,-1,NHL,0,0,1984-85,1,43,4,,0,28,,PHI,12
22,,0.0,0,2,2,NHL,5,0,1985-86,0,11,0,,0,10,,PHI,2
23,,4.5,1,7,-3,NHL,16,0,1986-87,0,22,1,,0,12,,PHI,8
24,,0.0,0,1,-7,NHL,7,0,1987-88,0,3,0,,0,26,,PHI,1
25,,2.6,1,9,5,NHL,19,0,1988-89,0,39,1,,0,51,,PHI,10
28,,11.1,0,3,-1,NHL,6,0,1991-92,0,9,1,,1,8,,STL,4
32,,0.0,0,0,-2,NHL,5,0,1995-96,0,4,0,,0,8,,BOS,0
34,,14.3,1,0,-1,NHL,6,0,1997-98,0,7,1,,0,14,,SJS,1
35,,0.0,0,0,-1,NHL,6,0,1998-99,0,10,0,10:20,0,4,62,SJS,0
36,,0.0,0,2,0,NHL,12,0,1999-00,0,11,0,9:32,0,10,114,SJS,2
