points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
84,"[{'link': '/coaches/webstto01c.html', 'name': 'T. Webster'}]",NHL,LAK,1991-92,35,31,0,Los Angeles Kings,.525,Lost NHL Division Semi-Finals,14,80,2nd
102,"[{'link': '/coaches/webstto01c.html', 'name': 'T. Webster'}]",NHL,LAK,1990-91,46,24,0,Los Angeles Kings,.638,Lost NHL Division Finals,10,80,1st
75,"[{'link': '/coaches/webstto01c.html', 'name': 'T. Webster'}]",NHL,LAK,1989-90,34,39,0,Los Angeles Kings,.469,Lost NHL Division Finals,7,80,4th
91,"[{'link': '/coaches/ftorero01c.html', 'name': 'R. Ftorek'}]",NHL,LAK,1988-89,42,31,0,Los Angeles Kings,.569,Lost NHL Division Finals,7,80,2nd
68,"[{'link': '/coaches/murphmi01c.html', 'name': 'M. Murphy'}, {'link': '/coaches/vachoro01c.html', 'name': 'R. Vachon'}, {'link': '/coaches/ftorero01c.html', 'name': 'R. Ftorek'}]",NHL,LAK,1987-88,30,42,0,Los Angeles Kings,.425,Lost NHL Division Semi-Finals,8,80,4th
70,"[{'link': '/coaches/quinnpa01c.html', 'name': 'P. Quinn'}, {'link': '/coaches/murphmi01c.html', 'name': 'M. Murphy'}]",NHL,LAK,1986-87,31,41,0,Los Angeles Kings,.438,Lost NHL Division Semi-Finals,8,80,4th
54,"[{'link': '/coaches/quinnpa01c.html', 'name': 'P. Quinn'}]",NHL,LAK,1985-86,23,49,0,Los Angeles Kings,.338,,8,80,5th
82,"[{'link': '/coaches/quinnpa01c.html', 'name': 'P. Quinn'}]",NHL,LAK,1984-85,34,32,0,Los Angeles Kings,.513,Lost NHL Division Semi-Finals,14,80,4th
59,"[{'link': '/coaches/perrydo99c.html', 'name': 'D. Perry'}, {'link': '/coaches/vachoro01c.html', 'name': 'R. Vachon'}, {'link': '/coaches/neilsro99c.html', 'name': 'R. Neilson'}]",NHL,LAK,1983-84,23,44,0,Los Angeles Kings,.369,,13,80,5th
66,"[{'link': '/coaches/perrydo99c.html', 'name': 'D. Perry'}]",NHL,LAK,1982-83,27,41,0,Los Angeles Kings,.413,,12,80,5th
63,"[{'link': '/coaches/macdopa01c.html', 'name': 'P. MacDonald'}, {'link': '/coaches/perrydo99c.html', 'name': 'D. Perry'}]",NHL,LAK,1981-82,24,41,0,Los Angeles Kings,.394,Lost NHL Division Finals,15,80,4th
99,"[{'link': '/coaches/berrybo01c.html', 'name': 'B. Berry'}]",NHL,LAK,1980-81,43,24,0,Los Angeles Kings,.619,Lost NHL Preliminary Round,13,80,2nd
74,"[{'link': '/coaches/berrybo01c.html', 'name': 'B. Berry'}]",NHL,LAK,1979-80,30,36,0,Los Angeles Kings,.463,Lost NHL Preliminary Round,14,80,2nd
80,"[{'link': '/coaches/berrybo01c.html', 'name': 'B. Berry'}]",NHL,LAK,1978-79,34,34,0,Los Angeles Kings,.500,Lost NHL Preliminary Round,12,80,3rd
77,"[{'link': '/coaches/stewaro01c.html', 'name': 'R. Stewart'}]",NHL,LAK,1977-78,31,34,0,Los Angeles Kings,.481,Lost NHL Preliminary Round,15,80,3rd
83,"[{'link': '/coaches/pulfobo01c.html', 'name': 'B. Pulford'}]",NHL,LAK,1976-77,34,31,0,Los Angeles Kings,.519,Lost NHL Quarter-Finals,15,80,2nd
85,"[{'link': '/coaches/pulfobo01c.html', 'name': 'B. Pulford'}]",NHL,LAK,1975-76,38,33,0,Los Angeles Kings,.531,Lost NHL Quarter-Finals,9,80,2nd
105,"[{'link': '/coaches/pulfobo01c.html', 'name': 'B. Pulford'}]",NHL,LAK,1974-75,42,17,0,Los Angeles Kings,.656,Lost NHL Preliminary Round,21,80,2nd
78,"[{'link': '/coaches/pulfobo01c.html', 'name': 'B. Pulford'}]",NHL,LAK,1973-74,33,33,0,Los Angeles Kings,.500,Lost NHL Quarter-Finals,12,78,3rd
73,"[{'link': '/coaches/pulfobo01c.html', 'name': 'B. Pulford'}]",NHL,LAK,1972-73,31,36,0,Los Angeles Kings,.468,,11,78,6th
49,"[{'link': '/coaches/reganla01c.html', 'name': 'L. Regan'}, {'link': '/coaches/glovefr01c.html', 'name': 'F. Glover'}]",NHL,LAK,1971-72,20,49,0,Los Angeles Kings,.314,,9,78,7th
63,"[{'link': '/coaches/reganla01c.html', 'name': 'L. Regan'}]",NHL,LAK,1970-71,25,40,0,Los Angeles Kings,.404,,13,78,5th
38,"[{'link': '/coaches/laycoha01c.html', 'name': 'H. Laycoe'}, {'link': '/coaches/wilsojo01c.html', 'name': 'J. Wilson'}]",NHL,LAK,1969-70,14,52,0,Los Angeles Kings,.250,,10,76,6th
58,"[{'link': '/coaches/kellyre01c.html', 'name': 'R. Kelly'}]",NHL,LAK,1968-69,24,42,0,Los Angeles Kings,.382,Lost NHL Semi-Finals,10,76,4th
72,"[{'link': '/coaches/kellyre01c.html', 'name': 'R. Kelly'}]",NHL,LAK,1967-68,31,33,0,Los Angeles Kings,.486,Lost NHL Quarter-Finals,10,74,2nd
