assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
47,2,34,22,21:47,7.2,2.2,19,1786,24,C,9.5,23,LAK,/players/k/kopitan01.html,0,16,14,6,Anze Kopitar,13.1,2010,81,1,82,259
43,5,16,20,24:59,5.6,6.2,7,2048,22,D,11.9,21,LAK,/players/d/doughdr01.html,0,54,9,20,Drew Doughty,11.3,2010,59,0,82,142
32,3,24,25,19:15,4.1,1.5,17,1579,10,RW,5.6,22,LAK,/players/b/browndu01.html,0,41,7,-6,Dustin Brown,9.7,2010,56,0,82,248
31,3,22,33,19:41,4.3,1.8,11,1319,13,LW,6.1,18,LAK,/players/s/smythry01.html,0,42,11,8,Ryan Smyth,10.7,2010,53,0,67,206
32,1,19,27,18:26,3.2,1.6,14,1493,8,LW,4.9,24,LAK,/players/f/froloal01.html,0,26,5,-1,Alex Frolov,10.4,2010,51,0,81,182
31,4,16,27,17:25,3.1,2.0,12,1272,17,C,5.1,13,LAK,/players/s/stollja01.html,1,40,4,13,Jarret Stoll,9.8,2010,47,0,73,164
22,6,20,32,18:18,2.4,1.8,14,1483,5,C,4.2,16,LAK,/players/h/handzmi01.html,1,38,5,4,Michal Handzus,17.1,2010,42,1,81,117
24,2,16,21,14:29,2.8,2.2,16,1129,0,RW,4.9,24,LAK,/players/s/simmowa01.html,0,116,0,22,Wayne Simmonds,12.6,2010,40,0,78,127
28,0,8,23,22:37,2.6,2.8,5,1809,10,D,5.4,18,LAK,/players/j/johnsja02.html,0,48,3,-15,Jack Johnson,6.2,2010,36,0,80,130
19,1,10,28,16:23,1.9,1.0,9,802,6,RW,2.9,13,LAK,/players/w/williju01.html,0,39,1,3,Justin Williams,7.1,2010,29,0,49,140
16,4,11,24,12:51,1.1,1.2,10,1041,0,RW,2.3,15,LAK,/players/r/richabr02.html,1,37,0,1,Brad Richardson,7.4,2010,27,1,81,148
13,1,11,25,10:32,2.0,1.2,11,621,0,C,3.2,13,LAK,/players/p/parsesc01.html,0,22,0,13,Scott Parse,14.1,2010,24,0,59,78
16,1,5,28,18:10,1.8,1.7,3,872,7,D,3.5,9,LAK,/players/j/jonesra01.html,0,28,1,-3,Randy Jones,9.3,2010,21,1,48,54
