year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2004-05,16,17,56,22,0,QAAA,37,Ecole Ed.-Montpetit Predateur,39
2005-06,17,8,30,14,-19,QMJHL,41,Rimouski Oceanic,22
2006-07,18,1,10,3,-2,QMJHL,14,Rouyn-Noranda Huskies,4
2007-08,19,23,53,37,27,QMJHL,67,Rouyn-Noranda Huskies,60
2008-09,20,22,52,18,6,QMJHL,54,2 Teams,40
2008-09,20,15,34,9,2,QMJHL,35,Rouyn-Noranda Huskies,24
2008-09,20,7,18,9,4,QMJHL,19,Shawinigan Cataractes,16
2009-10,21,5,49,16,-2,ECHL,45,Bakersfield Condors,21
2010-11,22,13,65,19,-10,AHL,79,Syracuse Crunch,32
2011-12,23,4,4,3,0,AHL,22,2 Teams,7
2011-12,23,4,2,2,2,AHL,13,Syracuse Crunch,6
2011-12,23,0,2,1,-2,AHL,9,St. John\'s IceCaps,1
2012-13,24,11,57,11,-29,AHL,68,St. John\'s IceCaps,22
