year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1932-33,16,1,4,1,0,Al-Cup,6,Timmins Combines,2
1934-35,18,4,4,0,0,OHA-Jr.,2,Oshawa Generals,4
1936-37,20,1,2,0,0,NOHA,4,Kirkland Lake Blue Devils,1
1937-38,21,4,6,5,0,MOHL,8,Windsor Chryslers,9
1939-40,23,1,6,2,0,QSHL,5,Cornwall Royals,3
1940-41,24,1,8,4,0,OHA-Sr.,6,Hamilton Dofascos,5
1941-42,25,0,0,2,0,AHL,2,Washington Lions,2
