shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
3,,C,15.7,24,191,10,1,20,3,30,42,Dan Quinn,4.4,0.4,72,17,44,,78,-12,4.0,17,/players/q/quinnda01.html
0,,RW,12.3,26,227,17,0,32,3,28,43,Lanny McDonald,4.4,0.7,71,11,44,,80,-2,3.7,17,/players/m/mcdonla01.html
0,,D,9.2,20,195,9,1,21,4,18,50,Gary Suter,8.1,3.7,68,9,141,,80,11,4.4,29,/players/s/suterga01.html
0,,D,4.6,18,241,7,1,22,0,11,57,Al MacInnis,8.9,5.0,68,4,76,,77,38,3.9,38,/players/m/macinal01.html
0,,RW,17.8,27,174,21,3,25,1,31,36,Hakan Loob,5.3,1.2,67,10,36,,68,22,4.1,6,/players/l/loobha01.html
0,,C,17.0,24,147,16,0,24,2,25,34,Joel Otto,4.0,1.3,59,9,188,,79,23,2.7,10,/players/o/ottojo01.html
1,,LW,14.9,35,161,23,0,25,3,24,35,Jim Peplinski,4.2,1.5,59,0,214,,77,31,2.7,0,/players/p/pepliji01.html
0,,C,19.5,22,149,24,0,23,2,29,29,Carey Wilson,3.8,0.7,58,5,24,,76,1,3.1,7,/players/w/wilsoca01.html
4,,LW,14.3,14,147,12,3,25,3,21,22,Steve Bozek,3.1,1.2,43,5,24,,64,24,1.9,5,/players/b/bozekst01.html
3,,C,16.3,28,92,12,0,32,1,15,28,Doug Risebrough,2.7,1.1,43,0,169,,62,22,1.6,0,/players/r/risebdo01.html
0,,RW,26.2,13,61,11,0,28,4,16,22,Joe Mullen,2.9,0.3,38,5,11,,29,2,2.6,9,/players/m/mullejo01.html
2,,C,10.3,19,117,10,2,21,3,12,21,Perry Berezan,2.0,1.0,33,0,39,,55,19,1.0,0,/players/b/berezpe01.html
0,,D,13.8,13,58,4,0,26,2,8,25,Paul Reinhart,3.7,1.5,33,4,15,,32,4,2.2,12,/players/r/reinhpa01.html
2,,D,8.3,20,133,9,1,24,1,11,21,Jamie Macoun,5.2,3.8,32,0,81,,77,14,1.4,0,/players/m/macouja01.html
0,,LW,12.4,17,97,12,0,21,2,12,17,Richard Kromm,1.2,0.8,29,0,31,,63,9,0.4,0,/players/k/krommri01.html
0,,RW/LW,16.7,12,84,14,1,25,1,14,13,Colin Patterson,1.2,0.8,27,0,22,,61,8,0.5,0,/players/p/patteco01.html
0,,D,6.3,11,111,6,1,24,1,7,20,Steve Konroyd,4.5,3.4,27,1,64,,59,20,1.2,8,/players/k/konrost01.html
0,,LW,13.3,8,83,7,0,26,1,11,10,Eddy Beers,1.1,0.2,21,4,8,,33,-3,0.9,2,/players/b/beersed01.html
0,,D,3.4,16,59,1,0,25,0,2,16,Neil Sheehy,2.6,2.5,18,1,271,,65,-1,0.1,0,/players/s/sheehne01.html
0,,RW,12.3,6,65,6,0,25,2,8,7,Tim Hunter,-0.6,0.4,15,2,291,,66,-9,-1.0,1,/players/h/hunteti01.html
0,,LW,13.7,4,51,3,0,23,0,7,7,Gino Cavallini,0.5,0.1,14,4,26,,27,-7,0.4,3,/players/c/cavalgi01.html
0,,D,16.7,5,30,5,0,26,0,5,5,Charlie Bourgeois,2.1,1.6,10,0,128,,29,9,0.5,0,/players/b/bourgch01.html
1,,D,9.8,3,41,3,0,30,0,4,3,Paul Baxter,1.9,2.1,7,0,194,,47,5,-0.2,0,/players/b/baxtepa01.html
0,,LW,16.7,4,18,2,0,28,1,3,4,John Tonelli,0.4,0.1,7,1,10,,9,-1,0.3,0,/players/t/toneljo01.html
0,,D,9.1,3,11,1,0,27,0,1,4,Terry Johnson,0.7,0.8,5,0,71,,24,-3,-0.1,1,/players/j/johnste01.html
0,,G,,0,0,0,0,31,0,0,4,Reggie Lemelin,9.1,0.0,4,0,10,,60,0,0.0,0,/players/l/lemelre01.html
0,,RW,14.3,1,7,1,0,21,0,1,1,Yves Courteau,0.1,0.1,2,0,0,,4,1,0.1,0,/players/c/courtyv01.html
0,,C,0.0,1,4,0,0,21,0,0,1,Brian Bradley,-0.2,0.0,1,0,0,,5,-3,-0.1,0,/players/b/bradlbr01.html
0,,LW,0.0,1,7,0,0,33,0,0,1,Nick Fotiu,-0.3,0.0,1,0,21,,9,-3,-0.3,0,/players/f/fotiuni01.html
0,,G,,0,0,0,0,22,0,0,1,Mike Vernon,2.2,0.0,1,0,4,,18,0,0.0,0,/players/v/vernomi01.html
0,,D,,0,0,0,0,24,0,0,0,Robin Bartel,0.0,0.0,0,0,0,,1,-1,0.0,0,/players/b/bartero01.html
0,,G,,0,0,0,0,24,0,0,0,Marc D'Amour,2.1,0.0,0,0,22,,15,0,0.0,0,/players/d/damouma01.html
0,,D,0.0,0,1,0,0,22,0,0,0,Dale DeGray,0.0,0.0,0,0,0,,1,-1,0.0,0,/players/d/degrada01.html
0,,C,,0,0,0,0,21,0,0,0,Mark Lamb,0.0,0.0,0,0,0,,1,0,0.0,0,/players/l/lambma01.html
0,,D,0.0,0,3,0,0,23,0,0,0,Rik Wilson,0.1,0.2,0,0,0,,2,2,0.0,0,/players/w/wilsori02.html
