points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
100,"[{'link': '/coaches/risebdo01c.html', 'name': 'D. Risebrough'}]",NHL,CGY,1990-91,46,26,0,Calgary Flames,.625,Lost NHL Division Semi-Finals,8,80,2nd
99,"[{'link': '/coaches/crispte01c.html', 'name': 'T. Crisp'}]",NHL,CGY,1989-90,42,23,0,Calgary Flames,.619,Lost NHL Division Semi-Finals,15,80,1st
117,"[{'link': '/coaches/crispte01c.html', 'name': 'T. Crisp'}]",NHL,CGY,1988-89,54,17,0,Calgary Flames,.731,,9,80,1st
105,"[{'link': '/coaches/crispte01c.html', 'name': 'T. Crisp'}]",NHL,CGY,1987-88,48,23,0,Calgary Flames,.656,Lost NHL Division Finals,9,80,1st
95,"[{'link': '/coaches/johnsbo99c.html', 'name': 'B. Johnson'}]",NHL,CGY,1986-87,46,31,0,Calgary Flames,.594,Lost NHL Division Semi-Finals,3,80,2nd
89,"[{'link': '/coaches/johnsbo99c.html', 'name': 'B. Johnson'}]",NHL,CGY,1985-86,40,31,0,Calgary Flames,.556,Lost Stanley Cup Final,9,80,2nd
94,"[{'link': '/coaches/johnsbo99c.html', 'name': 'B. Johnson'}]",NHL,CGY,1984-85,41,27,0,Calgary Flames,.588,Lost NHL Division Semi-Finals,12,80,3rd
82,"[{'link': '/coaches/johnsbo99c.html', 'name': 'B. Johnson'}]",NHL,CGY,1983-84,34,32,0,Calgary Flames,.513,Lost NHL Division Finals,14,80,2nd
78,"[{'link': '/coaches/johnsbo99c.html', 'name': 'B. Johnson'}]",NHL,CGY,1982-83,32,34,0,Calgary Flames,.488,Lost NHL Division Finals,14,80,2nd
75,"[{'link': '/coaches/macneal01c.html', 'name': 'A. MacNeil'}]",NHL,CGY,1981-82,29,34,0,Calgary Flames,.469,Lost NHL Division Semi-Finals,17,80,3rd
92,"[{'link': '/coaches/macneal01c.html', 'name': 'A. MacNeil'}]",NHL,CGY,1980-81,39,27,0,Calgary Flames,.575,Lost NHL Semi-Finals,14,80,3rd
83,"[{'link': '/coaches/macneal01c.html', 'name': 'A. MacNeil'}]",NHL,ATF,1979-80,35,32,0,Atlanta Flames,.519,Lost NHL Preliminary Round,13,80,4th
90,"[{'link': '/coaches/creigfr99c.html', 'name': 'F. Creighton'}]",NHL,ATF,1978-79,41,31,0,Atlanta Flames,.563,Lost NHL Preliminary Round,8,80,4th
87,"[{'link': '/coaches/creigfr99c.html', 'name': 'F. Creighton'}]",NHL,ATF,1977-78,34,27,0,Atlanta Flames,.544,Lost NHL Preliminary Round,19,80,3rd
80,"[{'link': '/coaches/creigfr99c.html', 'name': 'F. Creighton'}]",NHL,ATF,1976-77,34,34,0,Atlanta Flames,.500,Lost NHL Preliminary Round,12,80,3rd
82,"[{'link': '/coaches/creigfr99c.html', 'name': 'F. Creighton'}]",NHL,ATF,1975-76,35,33,0,Atlanta Flames,.513,Lost NHL Preliminary Round,12,80,3rd
83,"[{'link': '/coaches/geoffbe01c.html', 'name': 'B. Geoffrion'}, {'link': '/coaches/creigfr99c.html', 'name': 'F. Creighton'}]",NHL,ATF,1974-75,34,31,0,Atlanta Flames,.519,,15,80,4th
74,"[{'link': '/coaches/geoffbe01c.html', 'name': 'B. Geoffrion'}]",NHL,ATF,1973-74,30,34,0,Atlanta Flames,.474,Lost NHL Quarter-Finals,14,78,4th
65,"[{'link': '/coaches/geoffbe01c.html', 'name': 'B. Geoffrion'}]",NHL,ATF,1972-73,25,38,0,Atlanta Flames,.417,,15,78,7th
