points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
0,"[{'link': '/coaches/gulutgl99c.html', 'name': 'G. Gulutzan'}]",NHL,CGY,2017-18,0,0,0,Calgary Flames,0,,0,0,
94,"[{'link': '/coaches/gulutgl99c.html', 'name': 'G. Gulutzan'}]",NHL,CGY,2016-17,45,33,4,Calgary Flames,.573,Lost NHL First Round,0,82,4th
77,"[{'link': '/coaches/hartlbo99c.html', 'name': 'B. Hartley'}]",NHL,CGY,2015-16,35,40,7,Calgary Flames,.470,,0,82,5th
97,"[{'link': '/coaches/hartlbo99c.html', 'name': 'B. Hartley'}]",NHL,CGY,2014-15,45,30,7,Calgary Flames,.591,Lost NHL Second Round,0,82,3rd
77,"[{'link': '/coaches/hartlbo99c.html', 'name': 'B. Hartley'}]",NHL,CGY,2013-14,35,40,7,Calgary Flames,.470,,0,82,6th
42,"[{'link': '/coaches/hartlbo99c.html', 'name': 'B. Hartley'}]",NHL,CGY,2012-13,19,25,4,Calgary Flames,.438,,0,48,4th
90,"[{'link': '/coaches/suttebr02c.html', 'name': 'B. Sutter'}]",NHL,CGY,2011-12,37,29,16,Calgary Flames,.549,,0,82,2nd
94,"[{'link': '/coaches/suttebr02c.html', 'name': 'B. Sutter'}]",NHL,CGY,2010-11,41,29,12,Calgary Flames,.573,,0,82,2nd
90,"[{'link': '/coaches/suttebr02c.html', 'name': 'B. Sutter'}]",NHL,CGY,2009-10,40,32,10,Calgary Flames,.549,,0,82,3rd
98,"[{'link': '/coaches/keenami99c.html', 'name': 'M. Keenan'}]",NHL,CGY,2008-09,46,30,6,Calgary Flames,.598,Lost NHL Conference Quarter-Finals,0,82,2nd
94,"[{'link': '/coaches/keenami99c.html', 'name': 'M. Keenan'}]",NHL,CGY,2007-08,42,30,10,Calgary Flames,.573,Lost NHL Conference Quarter-Finals,0,82,3rd
96,"[{'link': '/coaches/playfji01c.html', 'name': 'J. Playfair'}]",NHL,CGY,2006-07,43,29,10,Calgary Flames,.585,Lost NHL Conference Quarter-Finals,0,82,3rd
103,"[{'link': '/coaches/sutteda01c.html', 'name': 'D. Sutter'}]",NHL,CGY,2005-06,46,25,11,Calgary Flames,.628,Lost NHL Conference Quarter-Finals,0,82,1st
94,"[{'link': '/coaches/sutteda01c.html', 'name': 'D. Sutter'}]",NHL,CGY,2003-04,42,30,3,Calgary Flames,.573,Lost Stanley Cup Final,7,82,3rd
75,"[{'link': '/coaches/gilbegr01c.html', 'name': 'G. Gilbert'}, {'link': '/coaches/macneal01c.html', 'name': 'A. MacNeil'}, {'link': '/coaches/sutteda01c.html', 'name': 'D. Sutter'}]",NHL,CGY,2002-03,29,36,4,Calgary Flames,.457,,13,82,5th
79,"[{'link': '/coaches/gilbegr01c.html', 'name': 'G. Gilbert'}]",NHL,CGY,2001-02,32,35,3,Calgary Flames,.482,,12,82,4th
73,"[{'link': '/coaches/haydo99c.html', 'name': 'D. Hay'}, {'link': '/coaches/gilbegr01c.html', 'name': 'G. Gilbert'}]",NHL,CGY,2000-01,27,36,4,Calgary Flames,.445,,15,82,4th
77,"[{'link': '/coaches/suttebr01c.html', 'name': 'B. Sutter'}]",NHL,CGY,1999-00,31,36,5,Calgary Flames,.470,,10,82,4th
72,"[{'link': '/coaches/suttebr01c.html', 'name': 'B. Sutter'}]",NHL,CGY,1998-99,30,40,0,Calgary Flames,.439,,12,82,3rd
67,"[{'link': '/coaches/suttebr01c.html', 'name': 'B. Sutter'}]",NHL,CGY,1997-98,26,41,0,Calgary Flames,.409,,15,82,5th
73,"[{'link': '/coaches/pagepi99c.html', 'name': 'P. Page'}]",NHL,CGY,1996-97,32,41,0,Calgary Flames,.445,,9,82,5th
79,"[{'link': '/coaches/pagepi99c.html', 'name': 'P. Page'}]",NHL,CGY,1995-96,34,37,0,Calgary Flames,.482,Lost NHL Conference Quarter-Finals,11,82,2nd
55,"[{'link': '/coaches/kingda99c.html', 'name': 'D. King'}]",NHL,CGY,1994-95,24,17,0,Calgary Flames,.573,Lost NHL Conference Quarter-Finals,7,48,1st
97,"[{'link': '/coaches/kingda99c.html', 'name': 'D. King'}]",NHL,CGY,1993-94,42,29,0,Calgary Flames,.577,Lost NHL Conference Quarter-Finals,13,84,1st
97,"[{'link': '/coaches/kingda99c.html', 'name': 'D. King'}]",NHL,CGY,1992-93,43,30,0,Calgary Flames,.577,Lost NHL Division Semi-Finals,11,84,2nd
74,"[{'link': '/coaches/risebdo01c.html', 'name': 'D. Risebrough'}, {'link': '/coaches/charrgu01c.html', 'name': 'G. Charron'}]",NHL,CGY,1991-92,31,37,0,Calgary Flames,.463,,12,80,5th
