offensive_point_share,name,even_strength_goals,shorthanded_goals,plus_minus,shotsPercentage,age,shots,assists,positions,overall_point_share,points,games_played,power_play_assists,defensive_point_share,game_winning_goals,power_play_goals,total_ice_time,shorthanded_assists,goals,even_strength_assists,average_ice_time,pim
5.3,Andrew Ladd,15,0,9,10.7,29,224,38,LW,7.4,62,81,10,2.1,6,9,1626,1,24,27,20:04,72
5.7,Blake Wheeler,20,4,26,10.7,28,244,35,RW,8.4,61,79,10,2.7,6,2,1553,1,26,24,19:40,73
4.8,Bryan Little,14,1,8,16.2,27,148,28,C,6.6,52,70,9,1.8,3,9,1394,0,24,19,19:55,24
3.1,Mark Scheifele,12,0,11,8.8,21,170,34,C,5.2,49,82,10,2.1,2,3,1524,0,15,24,18:35,24
5.3,Dustin Byfuglien,13,0,5,8.6,29,209,27,D,8.8,45,69,12,3.5,3,5,1565,1,18,14,22:41,124
3.0,Michael Frolik,13,3,4,9.2,26,206,23,RW,4.7,42,82,4,1.7,4,3,1435,0,19,19,17:30,18
4.0,Mathieu Perreault,13,0,7,14.0,27,129,23,C,5.3,41,62,7,1.4,2,5,1008,0,18,16,16:15,38
0.8,Adam Lowry,10,1,1,10.6,21,104,12,LW,2.0,23,80,3,1.2,2,0,1100,0,11,9,13:45,46
1.3,Toby Enstrom,3,0,13,6.9,30,58,19,D,5.2,23,60,6,3.9,0,1,1414,0,4,13,23:34,36
1.7,Evander Kane,5,1,-1,7.9,23,126,12,LW,2.4,22,37,2,0.7,1,4,715,2,10,8,19:19,56
1.4,Jacob Trouba,6,0,2,5.3,20,133,15,D,4.6,22,65,5,3.2,0,1,1516,0,7,10,23:19,46
1.9,Drew Stafford,7,0,6,16.1,29,56,10,RW,2.7,19,26,2,0.7,0,2,455,0,9,8,17:30,8
1.3,Tyler Myers,2,0,9,5.8,24,52,12,D,3.3,15,24,1,1.9,0,1,572,2,3,9,23:49,16
0.6,Chris Thorburn,7,0,-5,10.4,31,67,7,RW,1.0,14,81,0,0.5,2,0,655,0,7,7,8:05,76
0.1,Mark Stuart,2,0,5,3.9,30,51,12,D,3.2,14,70,0,3.1,1,0,1345,2,2,10,19:13,69
-0.1,Jim Slater,5,0,-4,9.8,32,51,8,C,0.6,13,82,0,0.6,1,0,755,1,5,7,9:13,58
0.7,Zach Bogosian,3,0,1,4.1,24,74,10,D,2.6,13,41,1,1.9,0,0,909,0,3,9,22:10,40
1.2,Lee Stempniak,6,0,1,20.7,31,29,4,RW,1.5,10,18,1,0.3,2,0,244,0,6,3,13:33,2
0.0,Adam Pardy,0,0,9,0.0,30,29,9,D,2.4,9,55,0,2.4,0,0,826,1,0,8,15:01,40
0.0,Matt Halischuk,3,0,5,5.1,26,59,5,RW,0.7,8,47,0,0.7,1,0,458,0,3,5,9:45,6
0.3,Ben Chiarot,2,0,5,5.4,23,37,6,D,2.1,8,40,0,1.8,0,0,681,0,2,6,17:01,22
0.3,Jiri Tlusty,1,0,-1,3.8,26,26,7,LW,0.5,8,20,1,0.2,0,0,259,0,1,6,12:57,4
0.2,Paul Postma,0,0,1,5.0,25,40,4,D,1.4,6,42,0,1.3,0,2,593,0,2,4,14:08,16
0.1,Jay Harrison,1,0,4,7.4,32,27,3,D,1.5,5,35,1,1.4,0,1,546,0,2,2,15:36,23
0.0,Grant Clitsome,0,0,4,0.0,29,22,4,D,1.1,4,24,0,1.1,0,0,393,0,0,4,16:22,8
-0.5,Anthony Peluso,1,0,-3,4.3,25,23,1,RW,-0.3,2,49,0,0.2,0,0,288,0,1,1,5:53,86
-0.9,T.J. Galiardi,1,0,-8,2.9,26,35,0,LW,-0.8,1,38,0,0.1,0,0,398,0,1,0,10:28,2
0.1,Andrew Copp,0,0,2,0.0,20,4,1,C,0.2,1,1,0,0.1,0,0,13,0,0,1,13:16,0
0.1,Keaton Ellerby,0,0,-1,,26,0,1,D,0.0,1,1,0,-0.1,0,0,17,0,0,1,16:58,0
-0.1,Eric O'Dell,0,0,0,0.0,24,6,1,C,0.0,1,11,0,0.1,0,0,82,0,0,1,7:26,19
0.0,Julien Brouillette,0,0,0,,28,0,0,D,0.0,0,1,0,0.0,0,0,10,0,0,0,9:33,0
0.0,Patrice Cormier,0,0,0,,24,0,0,C,0.0,0,1,0,0.0,0,0,5,0,0,0,4:54,0
0.0,Michael Hutchinson,0,0,0,,24,0,0,G,5.8,0,38,0,0.0,0,0,2138,0,0,0,56:16,0
0.0,Carl Klingberg,0,0,-1,,24,0,0,LW,-0.1,0,2,0,0.0,0,0,7,0,0,0,3:19,0
0.0,Ondrej Pavelec,0,0,0,,27,0,0,G,9.0,0,50,0,0.0,0,0,2838,0,0,0,56:45,2
