assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
28,4,18,27,19:41,4.6,1.4,15,945,3,LW,5.9,25,WPG,/players/l/laddan01.html,0,22,3,10,Andrew Ladd,14.9,2013,46,0,48,121
22,2,19,26,18:48,4.2,0.8,17,902,5,RW,5.0,17,WPG,/players/w/wheelbl01.html,0,28,2,-3,Blake Wheeler,14.7,2013,41,0,48,129
16,4,17,21,20:27,2.9,0.9,15,982,2,C,3.7,14,WPG,/players/k/kaneev01.html,0,80,2,-3,Evander Kane,8.9,2013,33,0,48,190
25,2,7,25,19:48,1.7,1.3,5,950,3,C,3.0,21,WPG,/players/l/littlbr01.html,1,4,2,8,Bryan Little,8.3,2013,32,0,48,84
20,2,8,27,24:24,2.8,1.9,4,1049,6,D,4.7,14,WPG,/players/b/byfugdu01.html,0,34,4,-1,Dustin Byfuglien,5.6,2013,28,0,43,142
12,0,6,32,15:57,0.9,0.9,4,638,1,C,1.8,11,WPG,/players/a/antroni01.html,0,16,2,6,Nik Antropov,10.7,2013,18,0,40,56
12,0,4,27,18:50,1.3,2.4,2,829,1,D,3.7,11,WPG,/players/c/clitsgr01.html,0,18,2,10,Grant Clitsome,7.1,2013,16,0,44,56
9,2,6,29,12:59,0.9,0.5,6,506,2,C,1.4,7,WPG,/players/w/wellwky01.html,0,2,0,0,Kyle Wellwood,16.2,2013,15,0,39,37
11,2,4,28,22:31,1.6,0.3,3,496,6,D,1.8,4,WPG,/players/e/enstrto01.html,1,8,1,-8,Toby Enstrom,19.0,2013,15,0,22,21
7,0,7,34,17:08,0.2,0.0,7,771,1,C,0.2,6,WPG,/players/j/jokinol01.html,0,14,0,-19,Olli Jokinen,8.2,2013,14,0,45,85
9,0,5,22,23:07,1.2,1.0,5,763,3,D,2.2,6,WPG,/players/b/bogosza01.html,0,29,0,-5,Zach Bogosian,5.9,2013,14,0,33,85
13,0,0,31,22:52,0.2,1.3,0,1074,1,D,1.5,12,WPG,/players/h/hainsro01.html,0,10,0,-8,Ron Hainsey,0.0,2013,13,0,47,52
6,0,4,21,15:38,-0.4,0.7,4,688,0,C,0.3,6,WPG,/players/b/burmial01.html,0,14,0,0,Alexander Burmistrov,7.3,2013,10,0,44,55
5,0,4,23,15:02,0.9,0.5,2,511,2,D,1.4,3,WPG,/players/p/postmpa01.html,0,6,2,-5,Paul Postma,12.5,2013,9,0,34,32
2,2,3,32,12:39,0.1,0.1,3,278,0,RW,0.3,2,WPG,/players/m/miettan01.html,0,2,0,-3,Antti Miettinen,11.5,2013,5,0,22,26
3,0,2,22,11:36,-0.5,0.2,2,441,0,C,-0.2,3,WPG,/players/w/wrighja02.html,0,31,0,-5,James Wright,6.3,2013,5,0,38,32
2,0,2,28,16:42,-0.2,1.8,2,702,0,D,1.6,2,WPG,/players/s/stuarma01.html,0,53,0,5,Mark Stuart,5.0,2013,4,0,42,40
2,0,2,29,6:19,-0.1,0.1,2,266,0,C,0.0,2,WPG,/players/t/thorbch01.html,0,70,0,-5,Chris Thorburn,15.4,2013,4,0,42,13
3,0,1,24,19:35,0.4,0.3,0,157,1,D,0.7,2,WPG,/players/r/redmoza01.html,0,12,0,0,Zach Redmond,7.7,2013,4,1,8,13
3,0,1,23,10:18,-0.5,0.2,1,371,0,LW,-0.3,3,WPG,/players/t/tangrer01.html,0,22,0,-4,Eric Tangradi,2.3,2013,4,0,36,44
0,1,3,26,8:09,0.4,0.2,3,82,0,C,0.6,0,WPG,/players/g/gagnoaa01.html,0,2,0,2,Aaron Gagnon,27.3,2013,3,0,10,11
0,1,2,32,11:52,0.0,0.1,2,142,0,LW,0.1,0,WPG,/players/p/ponikal01.html,0,6,0,-2,Alexei Ponikarovsky,20.0,2013,2,0,12,10
1,0,1,30,10:27,-0.4,0.1,1,272,0,C,-0.3,1,WPG,/players/s/slateji01.html,0,19,0,-3,Jim Slater,4.5,2013,2,0,26,22
2,0,0,23,5:00,0.2,0.1,0,25,0,RW,0.2,2,WPG,/players/p/pelusan01.html,0,14,0,1,Anthony Peluso,0.0,2013,2,0,5,4
1,0,0,28,14:42,-0.2,0.4,0,235,0,D,0.3,1,WPG,/players/m/meechde01.html,0,2,0,0,Derek Meech,0.0,2013,1,0,16,5
1,0,0,27,13:43,-0.3,-0.1,0,137,0,C,-0.4,1,WPG,/players/s/santomi01.html,0,0,0,-5,Mike Santorelli,0.0,2013,1,0,10,14
0,0,0,22,3:53,-0.1,-0.1,0,39,0,C,-0.2,0,WPG,/players/c/cormipa01.html,0,7,0,-3,Patrice Cormier,0.0,2013,0,0,10,4
0,0,0,27,50:12,0.0,0.0,0,351,0,G,0.8,0,WPG,/players/m/montoal01.html,0,0,0,0,Al Montoya,,2013,0,0,7,0
0,0,0,25,58:01,0.0,0.0,0,2553,0,G,6.6,0,WPG,/players/p/pavelon01.html,0,2,0,0,Ondrej Pavelec,,2013,0,0,44,0
0,0,0,19,11:32,-0.1,0.0,0,46,0,C,-0.1,0,WPG,/players/s/scheima01.html,0,0,0,0,Mark Scheifele,0.0,2013,0,0,4,6
