goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,won,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1992-93,0,,2,0,0,0,1,1,0,STL,0,0,0,0.00,26,NHL,1.000,0,1,0,0,0
87,2.67,0,1996-97,18,,534,0,0,0,237,255,0,MDA,1,0,0,2.02,30,NHL,.929,0,9,0,4,4
142,-4.43,0,1998-99,15,,208,0,0,0,109,124,0,MDA,0,0,0,4.33,32,NHL,.879,0,4,0,0,3
