average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,50,2,0,NHL,21,16,35,-44,196,22,6,0,6,1972-73,NYI,28,22,"[{'link': '/awards/voting-1973.html#calder', 'name': 'Calder-3'}]",14.3,,78
,50,3,0,NHL,22,18,34,-11,190,19,4,0,9,1973-74,NYI,23,27,[],12.1,,0
,62,5,0,NHL,23,24,34,4,199,21,4,0,13,1974-75,NYI,25,37,[],12.6,,0
,70,4,0,NHL,24,19,54,22,228,16,16,2,17,1975-76,NYI,32,38,[],14.0,,0
,67,3,1,NHL,25,27,44,18,160,18,5,1,15,1976-77,NYI,24,43,[],15.0,,0
,60,1,1,NHL,26,32,40,27,148,20,1,2,4,1977-78,NYI,22,38,[],14.9,,80
,54,5,0,NHL,27,36,18,26,128,15,0,1,2,1978-79,NYI,15,39,"[{'link': '/awards/voting-1979.html#selke', 'name': 'Selke-15'}]",11.7,,0
,37,3,1,NHL,28,15,43,4,113,15,3,0,3,1979-80,TOT,19,18,[],16.8,,78
,30,2,1,NHL,28,12,37,0,91,12,2,0,3,1979-80,NYI,15,15,[],16.5,,67
,7,1,0,NHL,28,3,6,4,22,3,1,0,0,1979-80,LAK,4,3,[],18.2,,11
,49,1,4,NHL,29,22,36,-1,150,15,1,1,6,1980-81,LAK,20,29,[],13.3,,80
,6,0,0,NHL,30,2,10,-25,32,3,0,0,1,1981-82,TOT,3,3,[],9.4,,36
,4,0,0,NHL,30,2,6,-9,11,1,0,0,1,1981-82,LAK,1,3,[],9.1,,16
,2,0,0,NHL,30,0,4,-16,21,2,0,0,0,1981-82,TOR,2,0,[],9.5,,20
,30,0,1,NHL,31,18,26,-15,83,10,0,1,0,1982-83,TOR,11,19,[],13.3,,76
,23,0,0,NHL,32,12,20,-23,87,9,0,2,0,1983-84,TOT,9,14,[],10.3,,71
,17,0,0,NHL,32,8,14,-20,68,7,0,2,0,1983-84,TOR,7,10,[],10.3,,50
,6,0,0,NHL,32,4,6,-3,19,2,0,0,0,1983-84,LAK,2,4,[],10.5,,21
