power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,4,1,0,NHL,1990-91,22,0,WSH,,1,2,1,0,7,,,0.0,0
1,7,8,0,NHL,1991-92,23,6,WSH,,2,4,4,0,16,,,0,5
0,6,6,0,NHL,1992-93,24,0,WSH,,6,0,2,0,16,,,0.0,0
0,9,6,1,NHL,1993-94,25,2,WSH,,4,4,2,0,26,,,7.7,2
2,7,8,1,NHL,1994-95,26,5,WSH,,3,10,0,0,23,,,21.7,3
2,6,5,1,NHL,1995-96,27,3,WSH,,2,8,0,0,36,,,8.3,1
3,17,12,2,NHL,1997-98,29,7,WSH,,5,12,4,0,48,,,14.6,4
1,5,2,0,NHL,1999-00,31,1,WSH,17:30,1,4,-4,0,13,87,,7.7,0
2,6,2,1,NHL,2000-01,32,2,WSH,24:55,0,2,-2,0,25,149,,8.0,0
2,6,6,0,NHL,2002-03,34,4,WSH,22:39,2,8,2,0,29,136,,13.8,2
0,7,0,0,NHL,2003-04,35,0,OTT,16:36,0,6,-4,0,16,116,,0.0,0
