pim,team,assists,plus_minus,points,league,games_played,year,age,goals
24,VSZ Kosice,5,0,9,Czech,32,1986-87,18,4
20,VSZ Kosice,11,0,38,Czech,45,1987-88,19,27
20,VSZ Kosice,10,0,40,Czech,40,1988-89,20,30
0,VSZ Kosice,17,0,46,Czech,44,1989-90,21,29
6,Slovakia,1,0,1,Oly-Q,4,1993-94,25,0
0,HC Kosice,0,0,1,Slovakia,2,1994-95,26,1
0,Detroit Vipers,1,0,9,IHL,7,1995-96,27,8
2,Slovakia,0,0,3,W-Cup,3,1996-97,28,3
25,Slovakia,0,0,1,Olympics,2,1997-98,29,1
20,Slovakia,2,12,9,WC-A,9,2001-02,33,7
6,Slovakia,2,3,5,WC-A,8,2002-03,34,3
4,HK SKP Poprad,2,0,6,Slovakia,6,2004-05,36,4
2,Slovakia,0,2,4,Olympics,6,2005-06,37,4
