average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,28,1,0,NHL,22,14,47,-10,95,8,4,0,2,1990-91,WSH,12,16,[],12.6,,54
,56,3,0,NHL,23,25,42,16,158,24,4,0,3,1991-92,WSH,28,28,[],17.7,,71
,85,7,0,NHL,24,32,70,8,239,27,10,0,16,1992-93,WSH,37,48,[],15.5,,83
,43,2,0,NHL,25,13,40,22,200,20,4,0,6,1993-94,WSH,24,19,[],12.0,,69
,43,3,0,NHL,26,3,24,9,177,16,12,0,6,1994-95,WSH,0,9,"[{'link': '/awards/voting-1995.html#AS', 'name': 'AS-4'}]",19.2,,47
,80,7,4,NHL,27,16,40,18,322,37,11,1,11,1995-96,WSH,52,28,"[{'link': '/awards/voting-1996.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-1996.html#hart', 'name': 'Hart-22'}]",16.1,,67
,77,3,4,NHL,28,21,72,7,314,32,10,0,10,1996-97,WSH,46,31,"[{'link': '/awards/voting-1997.html#AS', 'name': 'AS-5'}]",14.6,,77
,78,0,5,NHL,29,16,44,14,284,36,11,0,10,1997-98,WSH,0,26,"[{'link': '/awards/voting-1998.html#AS', 'name': 'AS-10'}, {'link': '/awards/voting-1998.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-1998.html#hart', 'name': 'Hart-6'}]",18.3,,76
20:35,55,5,3,NHL,30,14,56,-1,284,22,6,1,9,1998-99,WSH,31,24,[],10.9,1359,66
18:48,38,5,3,NHL,31,11,30,5,187,13,5,0,6,1999-00,WSH,21,17,[],11.2,1166,62
20:48,81,8,4,NHL,32,24,60,8,305,19,0,1,11,2000-01,WSH,45,36,"[{'link': '/awards/voting-2001.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-2001.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-2001.html#hart', 'name': 'Hart-19'}]",14.8,1705,82
21:43,70,8,1,NHL,33,19,80,-2,333,21,0,1,11,2001-02,WSH,39,31,"[{'link': '/awards/voting-2002.html#AS', 'name': 'AS-14'}]",11.7,1672,77
18:53,56,4,2,NHL,34,16,52,-3,256,19,9,0,10,2002-03,WSH,30,26,[],11.7,1436,76
18:37,49,5,0,NHL,35,12,38,-16,188,12,14,0,11,2003-04,TOT,26,23,[],13.8,1433,77
18:43,35,4,0,NHL,35,5,22,-17,136,9,12,0,9,2003-04,WSH,21,14,[],15.4,1011,54
18:21,14,1,0,NHL,35,7,16,1,52,3,2,0,2,2003-04,OTT,5,9,[],9.6,422,23
15:56,39,1,0,NHL,37,9,40,-3,143,13,8,0,9,2005-06,ATL,21,18,[],14.7,956,60
12:01,14,3,0,NHL,38,8,26,2,46,3,2,0,1,2006-07,CHI,5,9,[],10.9,445,37
