shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
19.5,1988-89,10,17,,0,82,1,10,6,18,HAR,16,19,2,NHL,0,,60,34,[],6
15.2,1989-90,21,9,,0,46,1,5,-6,10,HAR,7,20,0,NHL,0,,38,17,[],2
8.8,1990-91,10,8,,0,57,0,5,2,8,NYR,5,21,0,NHL,0,,47,13,[],0
0.0,1991-92,2,0,,0,4,0,0,-4,0,NYR,0,22,0,NHL,0,,3,0,[],0
9.7,1992-93,14,13,,0,134,8,7,-24,21,OTT,13,23,0,NHL,1,,69,34,[],5
13.0,1993-94,8,11,,2,100,0,12,6,13,FLA,13,24,5,NHL,1,,69,26,[],0
17.5,1994-95,8,7,,0,63,1,11,-1,8,FLA,11,25,4,NHL,0,,46,19,[],0
16.7,1995-96,25,13,,3,120,1,18,5,17,FLA,20,26,3,NHL,0,,78,37,[],2
10.9,1996-97,4,4,,0,92,2,9,1,6,FLA,10,27,2,NHL,1,,67,16,[],0
7.8,1997-98,8,3,,1,51,0,3,3,4,TOT,4,28,2,NHL,1,,49,8,[],0
8.7,1997-98,4,0,,0,23,0,1,1,0,FLA,2,28,0,NHL,1,,21,2,[],0
7.1,1997-98,4,3,,1,28,0,2,2,4,TBL,2,28,2,NHL,0,,28,6,[],0
4.1,1998-99,12,10,935,1,73,0,3,-2,11,PHI,3,29,1,NHL,0,12:59,72,14,[],0
15.9,1999-00,4,3,802,0,63,0,8,8,3,PHI,10,30,2,NHL,2,11:58,67,13,[],0
9.0,2000-01,10,8,938,0,78,0,5,-1,8,PHI,7,31,2,NHL,2,13:13,71,15,[],0
16.7,2001-02,6,2,244,0,12,0,2,0,2,OTT,2,32,1,NHL,0,10:10,24,4,[],0
7.1,2002-03,14,7,737,1,42,0,3,-3,8,OTT,3,33,1,NHL,0,10:32,70,11,[],0
0,2003-04,0,0,3,0,0,0,0,0,0,OTT,0,34,0,NHL,0,2:51,1,0,[],0
