average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,1,0,0,NHL,23,0,0,-3,4,0,1,0,0,1995-96,NYR,1,0,[],25.0,,2
,2,0,0,NHL,24,0,6,1,23,1,0,0,1,1996-97,NYR,1,1,[],4.3,,12
,7,0,0,NHL,25,3,43,-2,42,3,0,0,1,1997-98,PIT,3,4,[],7.1,,46
8:33,1,0,0,NHL,26,0,0,1,1,1,0,0,0,1998-99,EDM,1,0,[],100.0,17,2
9:30,4,0,0,NHL,27,2,8,1,15,1,0,0,1,1999-00,NYI,1,3,[],6.7,105,11
15:17,1,0,0,NHL,29,0,0,0,4,0,0,0,1,2001-02,WSH,0,1,[],0.0,15,1
