assists,team,goals,year,games_played,points,pim,age,plus_minus,league
29,Thunder Bay Kings,42,1996-97,54,71,112,17,0,TBMHL
40,Sarnia Sting,32,1997-98,63,72,88,18,0,OHL
39,Sarnia Sting,31,1998-99,62,70,113,19,24,OHL
41,Sarnia Sting,36,1999-00,67,77,62,20,11,OHL
16,Cincinnati Cyclones,17,2000-01,73,33,42,21,-12,IHL
37,Lowell Lock Monsters,33,2001-02,76,70,90,22,20,AHL
17,Lowell Lock Monsters,15,2002-03,36,32,25,23,-10,AHL
15,2 Teams,12,2003-04,42,27,27,24,11,AHL
0,Worcester IceCats,0,2003-04,1,0,2,24,0,AHL
15,Hartford Wolf Pack,12,2003-04,41,27,25,24,11,AHL
31,Manitoba Moose,14,2004-05,80,45,67,25,9,AHL
47,Binghamton Senators,27,2005-06,77,74,69,26,3,AHL
31,Binghamton Senators,36,2006-07,78,67,75,27,-1,AHL
21,Frankfurt Lions,20,2007-08,50,41,48,28,0,Germany
13,Frankfurt Lions,18,2008-09,48,31,53,29,0,Germany
