year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1952-53,18,5,4,2,0,SJHL,11,Flin Flon Bombers,7
1952-53,18,1,2,0,0,M-Cup,2,Flin Flon Bombers,1
1953-54,19,3,37,14,0,SJHL,17,Flin Flon Bombers,17
1953-54,19,0,4,3,0,M-Cup,4,Flin Flon Bombers,3
1954-55,20,1,17,1,0,SJHL,5,Saskatoon Wesleys,2
1955-56,21,2,14,4,0,WHL,15,Vancouver Canucks,6
1956-57,22,0,14,0,0,QHL,4,Trois-Rivieres Lions,0
1960-61,26,0,6,4,0,AHL,6,Springfield Indians,4
1961-62,27,1,12,5,0,AHL,11,Springfield Indians,6
1962-63,28,5,2,4,0,WHL,7,Vancouver Canucks,9
1963-64,29,1,0,3,0,CPHL,4,St. Paul Rangers,4
1964-65,30,0,4,1,0,WHL,5,Vancouver Canucks,1
1966-67,32,0,2,0,0,WHL,4,California Golden Seals,0
1967-68,33,0,2,3,0,WHL,4,Phoenix Roadrunners,3
