goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.0,0,NHL,1,NYR,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2000-01,2,0.00,0,[],2
-0.4,0,NHL,4,NYR,198,24,2,0,1,16,0,0,0,0,1,1,0,0,0,.824,2003-04,91,4.85,2,[],75
4.1,0,NHL,29,LAK,1433,26,9,102,1,69,0,-1.07,2,1,11,1,0,0,0,.900,2005-06,688,2.89,0,[],619
8.4,9,NHL,45,LAK,2421,28,23,99,0,121,42,0.82,2,1,17,0,.476,0,20,.910,2007-08,1341,3.00,2,[],1220
3.4,7,NHL,28,TOT,1446,29,10,109,0,67,24,-5.32,6,2,8,0,.542,0,13,.901,2008-09,674,2.78,2,[],607
1.9,5,NHL,19,LAK,995,29,8,117,0,47,16,-6.83,4,2,5,0,.438,0,7,.893,2008-09,439,2.83,2,[],392
1.6,2,NHL,9,VAN,451,29,2,0,0,20,8,0,2,0,3,0,.750,0,6,.915,2008-09,235,2.66,0,[],215
3.7,2,NHL,17,PHX,928,30,5,81,0,33,13,7.73,1,0,8,0,.769,0,10,.928,2009-10,459,2.13,0,[],426
2.9,3,NHL,17,PHX,883,31,6,104,0,48,15,-1.92,3,2,7,0,.667,0,10,.909,2010-11,529,3.26,2,[],481
2.8,1,NHL,19,PHX,1015,32,9,102,0,43,14,-0.98,3,0,3,0,.571,0,8,.912,2011-12,486,2.54,2,[],443
3.1,0,NHL,15,PHX,726,33,6,87,0,32,10,4.82,2,0,4,0,.500,0,5,.923,2012-13,418,2.64,0,[],386
0.1,3,NHL,7,EDM,348,34,3,0,0,19,4,0,0,0,1,0,.000,0,0,.870,2013-14,146,3.28,0,[],127
0.5,0,NHL,5,ANA,207,35,0,0,0,9,2,0,1,0,2,0,1.000,0,2,.909,2014-15,99,2.61,0,[],90
