won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
SC,1,NHL,21,PIT,1267,21,6,92,0,44,21,3.61,0,1,0,0,.667,0,14,.923,2015-16,575,2.08,4,531
SC,1,NHL,11,PIT,669,22,3,79,0,19,10,5.11,0,0,7,0,.700,0,7,0,2016-17,303,0,0,284
