year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2005-06,15,0,0,0,0,Slovakia U18,2,HK Skalica U18,0
2006-07,16,0,0,0,-2,Slovakia U20,1,HK Skalica U20,0
2008-09,18,1,6,0,5,Czech2,14,HC Kometa Brno,1
2009-10,19,1,6,0,-1,Czech,5,HC Kometa Brno,1
2009-10,19,2,32,1,4,Czech2,11,SK Horacka Slavia Trebic,3
2010-11,20,1,16,6,9,Czech2,14,HC Havlickuv Brod,7
2010-11,20,0,2,1,1,Czech,3,HC Kometa Brno,1
2011-12,21,0,2,2,-2,Czech U20,3,HC Kometa Brno U20,2
2012-13,22,1,12,3,0,Czech,11,HC Slavia Praha,4
2013-14,23,2,20,4,0,Czech,18,HC Kometa Brno,6
2014-15,24,1,2,0,-1,Czech,2,HC Kometa Brno,1
2015-16,25,2,12,2,7,KHL,11,Avangard Omsk,4
