assists,team,goals,year,games_played,points,pim,age,plus_minus,league
51,New Haven Blades,28,1966-67,72,79,77,21,0,EHL
23,Victoriaville Tigers,13,1967-68,41,36,39,22,0,Que-Sr.
54,Victoriaville Tigers,25,1968-69,45,79,75,23,0,Que-Sr.
27,Providence Reds,11,1969-70,46,38,44,24,0,AHL
42,Nova Scotia Voyageurs,18,1971-72,65,60,105,26,0,AHL
2,Long Island Cougars,1,1974-75,4,3,2,29,0,NAPro
148,Beauce Jaros,60,1975-76,72,208,98,30,0,NAPro
64,2 Teams,29,1976-77,50,93,49,31,0,NAPro
36,Beauce Jaros,7,1976-77,22,43,30,31,0,NAPro
28,Binghamton Dusters,22,1976-77,28,50,19,31,0,NAPro
63,Binghamton Dusters,24,1977-78,73,87,56,32,0,AHL
