age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
19,,37.5,2,0,-2,NHL,4,0,1980-81,0,8,3,,1,2,,LAK,3
20,,7.1,1,8,3,NHL,10,0,1981-82,0,28,2,,1,12,,LAK,10
22,,0.0,0,3,1,NHL,8,0,1983-84,0,20,0,,0,6,,WSH,3
23,,11.8,0,3,-4,NHL,5,0,1984-85,0,17,2,,2,0,,WSH,5
24,,4.8,0,5,1,NHL,9,0,1985-86,0,21,1,,1,6,,WSH,6
25,,8.0,2,2,3,NHL,7,0,1986-87,1,25,2,,0,6,,WSH,4
26,,19.0,2,4,0,NHL,13,0,1987-88,1,21,4,,2,33,,WSH,8
27,,0.0,0,2,-5,NHL,5,0,1988-89,0,9,0,,0,8,,MNS,2
28,,6.3,1,2,-4,NHL,7,0,1989-90,1,16,1,,0,31,,MNS,3
29,SC,7.6,1,18,0,NHL,23,0,1990-91,0,66,5,,4,44,,PIT,23
30,SC,10.2,3,10,-4,NHL,0,0,1991-92,1,59,6,,3,19,,PIT,16
31,,7.7,0,11,2,NHL,12,0,1992-93,1,26,2,,2,10,,PIT,13
32,,0.0,0,5,-6,NHL,6,0,1993-94,0,13,0,,0,0,,PIT,5
33,,5.7,1,13,3,NHL,12,0,1994-95,0,35,2,,1,0,,PIT,15
34,,0.0,0,2,-8,NHL,6,0,1995-96,0,16,0,,0,4,,TOR,2
35,SC,3.9,1,9,0,NHL,0,0,1996-97,1,51,2,,1,8,,DET,11
36,SC,8.3,0,12,0,NHL,0,0,1997-98,1,36,3,,1,2,,DET,15
37,,0.0,0,2,2,NHL,10,0,1998-99,0,14,0,22:15,0,8,222,DET,2
38,,12.5,0,3,1,NHL,9,1,1999-00,0,16,2,24:33,1,2,221,DET,5
39,,0.0,0,1,2,NHL,6,0,2000-01,0,7,0,17:02,0,0,102,DET,1
