year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1988-89,18,3,0,2,0,Czech,7,CHZ Litvinov,5
1989-90,19,8,0,7,0,Czech,32,CHZ Litvinov,15
1990-91,20,26,38,26,0,Czech,56,HC CHZ Litvinov,52
1991-92,21,12,34,31,0,Czech,43,HC Chemopetrol Litvinov,43
1991-92,21,5,8,8,0,Olympics,8,Czechoslovakia,13
1991-92,21,2,2,2,0,WC-A,8,Czechoslovakia,4
1992-93,22,9,20,21,0,IHL,38,Phoenix Roadrunners,30
1993-94,23,11,34,24,0,IHL,44,Phoenix Roadrunners,35
1994-95,24,4,28,19,0,CzRep,16,HC Chemopetrol Litvinov,23
1995-96,25,5,2,4,0,WC-A,8,Czech Republic,9
1996-97,26,0,2,0,0,W-Cup,3,Czech Republic,0
1996-97,26,14,30,27,0,CzRep,38,HC Sparta Praha,41
1996-97,26,2,0,2,0,EuroHL,4,HC Sparta Praha,4
1996-97,26,1,25,1,0,WC-A,8,Czech Republic,2
1997-98,27,0,0,3,0,Olympics,6,Czech Republic,3
1997-98,27,1,4,7,1,IHL,9,Houston Aeros,8
2001-02,31,1,2,2,3,Olympics,4,Czech Republic,3
2005-06,35,0,4,4,0,Olympics,8,Czech Republic,4
