pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Fargo High,45,0,65,High-ND,30,1996-97,18,20
16,Fargo-Moorhead Icesharks,37,0,54,USHL,30,1997-98,19,17
22,Colorado College,25,0,33,WCHA,42,1998-99,20,8
22,Colorado College,20,0,31,WCHA,37,1999-00,21,11
26,Colorado College,33,0,53,WCHA,31,2000-01,22,20
14,Colorado College,36,0,50,WCHA,43,2001-02,23,14
20,Houston Aeros,25,14,47,AHL,72,2002-03,24,22
28,Houston Aeros,28,14,38,AHL,53,2003-04,25,10
26,Houston Aeros,24,-5,34,AHL,64,2004-05,26,10
48,Norfolk Admirals,39,6,68,AHL,54,2005-06,27,29
0,United States,2,-2,3,WC-A,7,2005-06,27,1
34,Philadelphia Phantoms,36,-8,52,AHL,56,2006-07,28,16
61,Grand Rapids Griffins,31,-10,47,AHL,59,2007-08,29,16
22,Manitoba Moose,25,17,39,AHL,56,2008-09,30,14
16,Rockford IceHogs,32,2,53,AHL,62,2009-10,31,21
6,Rochester Americans,9,-10,14,AHL,28,2010-11,32,5
30,San Antonio Rampage,37,16,47,AHL,58,2011-12,33,10
8,Vityaz Chekhov,1,0,1,KHL,23,2012-13,34,0
4,EC Red Bull Salzburg,10,6,17,Austria,19,2012-13,34,7
