even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,0,CBJ,0,2,30,0,1,NHL,0,1,51,2008-09,3,0.0,,0,0,-5
0,0,COL,0,6,35,0,10,NHL,0,6,151,2013-14,7,0.0,,0,0,-6
