assists,team,goals,year,games_played,points,pim,age,plus_minus,league
5,HC Slavia Praha,2,1997-98,44,7,51,19,0,CzRep
2,HC Slavia Praha,1,1998-99,34,3,38,20,0,CzRep
0,HC Stadion Liberec,0,1999-00,1,0,4,21,0,CzRep-2
4,2 Teams,1,1999-00,33,5,20,21,0,CzRep
2,HC Slavia Praha,1,1999-00,26,3,14,21,0,CzRep
2,HC Femax Havirov,0,1999-00,7,2,6,21,0,CzRep
6,HC Slavia Praha,2,2000-01,38,8,70,22,0,CzRep
0,SK Kadan,1,2000-01,8,1,6,22,0,CzRep-2
8,HC Slavia Praha,9,2001-02,42,17,52,23,0,CzRep
11,HC Slavia Praha,6,2002-03,52,17,44,24,0,CzRep
0,Czech Republic,0,2002-03,9,0,4,24,2,WC-A
5,CSKA Moscow,1,2003-04,60,6,26,25,0,Russia
1,Czech Republic,1,2003-04,7,2,8,25,5,WC-A
11,CSKA Moscow,2,2004-05,60,13,59,26,0,Russia
0,Czech Republic,0,2004-05,9,0,2,26,2,WC-A
12,Khimik Moscow Region,3,2005-06,50,15,56,27,0,Russia
0,Czech Republic,0,2005-06,9,0,4,27,-2,WC-A
3,Hamilton Bulldogs,0,2006-07,5,3,21,28,6,AHL
0,Czech Republic,1,2007-08,7,1,0,29,0,WC-A
0,Czech Republic,0,2009-10,5,0,4,31,4,Olympics
1,Czech Republic,0,2012-13,8,1,0,34,-1,WC-A
2,Czech Republic (all),0,2014-15,12,2,4,36,0,Internationa
2,Czech Republic,0,2014-15,10,2,2,36,1,WC
0,Czech Republic,0,2014-15,2,0,2,36,-1,EHT
