assists,team,goals,year,games_played,points,pim,age,plus_minus,league
18,U. of Minnesota-Duluth,8,1971-72,33,26,37,20,0,WCHA
20,U. of Minnesota-Duluth,25,1972-73,36,45,46,21,0,WCHA
31,Springfield Kings,19,1973-74,76,50,110,22,0,AHL
39,Springfield Kings,18,1974-75,75,57,86,23,0,AHL
22,2 Teams,10,1975-76,76,32,48,24,0,CHL
14,Fort Worth Texans,7,1975-76,43,21,32,24,0,CHL
8,Oklahoma City Blazers,3,1975-76,33,11,16,24,0,CHL
16,New Haven Nighthawks,8,1976-77,24,24,35,25,0,AHL
1,United States,0,1976-77,10,1,8,25,0,WEC-A
23,New Haven Nighthawks,8,1977-78,50,31,18,26,0,AHL
18,Tulsa Oilers,14,1979-80,68,32,33,28,0,CHL
