year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1985-86,17,7,16,8,0,OHL,20,Guelph Platers,15
1985-86,17,1,0,3,0,M-Cup,4,Guelph Platers,4
1986-87,18,2,2,1,0,OHL,5,Guelph Platers,3
1989-90,21,4,15,2,0,IHL,5,Fort Wayne Komets,6
1990-91,22,5,13,11,0,IHL,19,Fort Wayne Komets,16
1991-92,23,13,10,4,0,AHL,19,Adirondack Red Wings,17
1993-94,25,4,6,10,0,IHL,9,San Diego Gulls,14
1994-95,26,2,2,1,0,IHL,3,Detroit Vipers,3
1995-96,27,1,8,5,0,IHL,11,Detroit Vipers,6
1996-97,28,1,10,3,0,IHL,9,San Antonio Dragons,4
1998-99,30,1,0,0,0,IHL,3,Kansas City Blades,1
1999-00,31,3,2,2,0,UHL,3,Missouri River Otters,5
1999-00,31,0,0,3,0,IHL,8,Chicago Wolves,3
2000-01,32,2,2,6,0,UHL,4,Missouri River Otters,8
2000-01,32,0,0,0,0,IHL,2,Chicago Wolves,0
2001-02,33,3,2,2,0,UHL,4,Missouri River Otters,5
2002-03,34,0,0,1,-5,UHL,3,Missouri River Otters,1
