pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Kitchener Rangers,1,0,2,OHA-Jr.,4,1972-73,17,1
6,Ottawa 67\'s,2,0,3,OMJHL,7,1974-75,19,1
6,Providence Reds,0,0,1,AHL,2,1975-76,20,1
2,Salt Lake Golden Eagles,2,0,5,CHL,6,1977-78,22,3
2,Salt Lake Golden Eagles,0,0,0,CHL,4,1978-79,23,0
50,EA Kempten,17,0,33,W.Ger-2,12,1984-85,29,16
