average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,2,0,0,NHL,23,0,28,0,0,0,0,0,0,1957-58,DET,0,2,[],0,,14
,12,0,0,NHL,24,0,109,0,0,0,0,0,0,1958-59,DET,1,11,[],0,,67
,3,0,0,NHL,25,0,6,0,0,0,0,0,0,1959-60,DET,3,0,[],0,,21
,34,0,0,NHL,26,0,78,0,0,0,0,0,0,1960-61,DET,5,29,[],0,,67
,12,0,0,NHL,27,0,30,0,0,0,0,0,0,1961-62,TOT,5,7,[],0,,46
,10,0,0,NHL,27,0,24,0,0,0,0,0,0,1961-62,DET,5,5,[],0,,39
,2,0,0,NHL,27,0,6,0,0,0,0,0,0,1961-62,NYR,0,2,[],0,,7
,9,0,0,NHL,28,0,48,0,0,0,0,0,0,1962-63,DET,1,8,[],0,,62
,0,0,0,NHL,29,0,8,0,0,0,0,0,0,1963-64,DET,0,0,[],0,,12
,1,0,0,NHL,30,0,2,0,0,1,0,0,0,1964-65,DET,1,0,[],0,,4
,2,0,0,NHL,31,0,14,0,0,0,0,0,0,1965-66,DET,0,2,[],0,,13
,8,0,0,NHL,32,0,12,0,0,1,1,0,0,1966-67,DET,2,6,[],0,,31
,3,0,0,NHL,33,2,30,-16,35,1,0,0,0,1967-68,MNS,1,2,[],2.9,,46
