league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,20,0,24,0,8,0,,CBH,[],0,0,5,0,3,0,1955-56,,0,34,0,0
NHL,0,0,25,0,17,0,,CBH,"[{'link': '/awards/voting-1957.html#calder', 'name': 'Calder-5'}]",0,0,14,0,3,0,1956-57,,0,117,0,0
NHL,0,0,26,0,30,0,,CBH,[],0,0,24,0,6,0,1957-58,,0,91,0,0
NHL,0,0,27,0,37,0,,CBH,[],0,0,30,0,7,0,1958-59,,0,79,0,0
NHL,0,0,28,0,45,0,,CBH,"[{'link': '/awards/nhl_all_star.html#1960', 'name': None}, {'link': '/awards/voting-1960.html#norris', 'name': 'Norris-4'}]",0,0,38,0,7,0,1959-60,,0,100,0,0
NHL,0,0,29,0,35,0,,CBH,"[{'link': '/awards/nhl_all_star.html#1961', 'name': None}, {'link': '/awards/voting-1961.html#norris', 'name': 'Norris-4'}]",0,0,29,0,6,0,1960-61,,0,0,0,0
NHL,59,0,30,0,42,0,,CBH,"[{'link': '/awards/nhl_all_star.html#1962', 'name': None}, {'link': '/awards/voting-1962.html#norris', 'name': 'Norris-2'}]",0,0,35,0,7,0,1961-62,,0,97,0,0
NHL,59,0,31,0,26,0,,CBH,"[{'link': '/awards/nhl_all_star.html#1963', 'name': None}, {'link': '/awards/norris.html#1963', 'name': None}]",0,0,18,0,8,0,1962-63,,0,57,0,0
NHL,70,2,32,0,53,0,,CBH,"[{'link': '/awards/nhl_all_star.html#1964', 'name': None}, {'link': '/awards/norris.html#1964', 'name': None}]",0,7,46,0,7,0,1963-64,,0,84,0,0
NHL,68,2,33,0,59,0,,CBH,"[{'link': '/awards/nhl_all_star.html#1965', 'name': None}, {'link': '/awards/norris.html#1965', 'name': None}]",0,6,45,0,14,1,1964-65,,7,162,0,0
NHL,51,0,34,0,36,0,,CBH,"[{'link': '/awards/nhl_all_star.html#1966', 'name': None}, {'link': '/awards/voting-1966.html#norris', 'name': 'Norris-2'}]",0,1,34,0,2,0,1965-66,,1,60,0,0
NHL,0,2,35,0,52,0,,CBH,"[{'link': '/awards/nhl_all_star.html#1967', 'name': None}, {'link': '/awards/voting-1967.html#norris', 'name': 'Norris-2'}]",0,2,46,0,6,0,1966-67,,4,90,0,0
NHL,74,0,36,69,37,12,,CBH,[],1.4,1,36,-8,1,0,1967-68,,0,69,1,23
NHL,69,0,37,48,21,3,,TOR,[],6.3,2,18,5,3,0,1968-69,,1,46,1,14
