pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Frolunda HC Goteborg U18,0,0,0,Swe-U18,2,2005-06,16,0
0,Frolunda HC Goteborg Jr.,0,0,0,Swe-Jr.,2,2005-06,16,0
8,Frolunda HC Goteborg U18,2,0,5,Swe-U18,6,2006-07,17,3
24,Frolunda HC Goteborg Jr.,1,0,5,Swe-Jr.,8,2006-07,17,4
2,Frolunda HC,1,0,1,SEL,7,2007-08,18,0
14,Frolunda HC Goteborg Jr.,6,0,11,Swe-Jr.,7,2007-08,18,5
2,Frolunda HC Goteborg,1,0,1,Sweden,7,2007-08,18,0
12,Frolunda HC,1,0,4,SEL,10,2008-09,19,3
12,Frolunda HC Goteborg,1,0,4,Sweden,10,2008-09,19,3
0,Peoria Rivermen,0,0,0,AHL,0,2009-10,20,0
0,JyP HT Jyvaskyla,0,0,0,SM-liiga,0,2012-13,23,0
