pim,team,assists,plus_minus,points,league,games_played,year,age,goals
20,Rodovre IK Jr.,26,0,47,Den-Jr.,28,2004-05,15,21
0,Rodovre Mighty Bulls,1,0,4,Denmark,1,2004-05,15,3
10,Frolunda HC Goteborg U18,4,0,6,Swe-U18,8,2005-06,16,2
6,Frolunda HC Goteborg Jr.,7,0,14,Swe-Jr.,36,2005-06,16,7
8,Denmark,5,4,10,WJ18-B,5,2005-06,16,5
6,Frolunda HC Goteborg U18,4,0,5,Swe-U18,3,2006-07,17,1
58,Frolunda HC Goteborg Jr.,37,0,55,Swe-Jr.,39,2006-07,17,18
16,Denmark,5,6,7,WJC-B,5,2006-07,17,2
6,Denmark,7,5,10,WJ18-B,5,2006-07,17,3
8,Boras HC,6,0,8,Sweden-2,19,2007-08,18,2
10,Frolunda HC Goteborg Jr.,4,0,8,Swe-Jr.,9,2007-08,18,4
4,Frolunda HC Goteborg,2,0,2,Sweden,14,2007-08,18,0
37,Denmark,3,-5,6,WJC-A,6,2007-08,18,3
0,Denmark,2,-7,2,WC-A,6,2007-08,18,0
8,Boras HC,6,-4,8,Swe-1,19,2007-08,18,2
4,Frolunda HC,2,-2,2,SEL,14,2007-08,18,0
28,Frolunda HC Goteborg,17,0,29,Sweden,48,2008-09,19,12
20,Denmark,3,-1,6,WJC-B,5,2008-09,19,3
8,Denmark,1,2,2,Oly-Q,3,2008-09,19,1
28,Frolunda HC,17,13,29,SEL,48,2008-09,19,12
84,Peoria Rivermen,39,-1,57,AHL,70,2009-10,20,18
8,Denmark,3,2,5,WC-A,7,2009-10,20,2
14,Denmark,2,-2,5,WC-A,7,2011-12,22,3
18,JYP Jyvaskyla,10,0,15,Finland,15,2012-13,23,5
18,JyP HT Jyvaskyla,10,2,15,SM-liiga,15,2012-13,23,5
12,Denmark (all),5,0,6,Internationa,8,2015-16,26,1
12,Denmark,5,-2,6,WC,8,2015-16,26,1
