assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Windsor Hornets,1,1926-27,1,1,0,20,0,Can-Pro
2,2 Teams,0,1927-28,34,2,51,21,0,Can-Pro
2,Windsor Hornets,0,1927-28,18,2,17,21,0,Can-Pro
0,Niagara Falls Cataracts,0,1927-28,16,0,34,21,0,Can-Pro
1,Buffalo Bisons,4,1928-29,40,5,79,22,0,Can-Pro
2,2 Teams,1,1930-31,46,3,79,24,0,IHL
0,Detroit Olympics,0,1930-31,7,0,4,24,0,IHL
2,Syracuse Stars,1,1930-31,39,3,75,24,0,IHL
2,Syracuse Stars,1,1931-32,48,3,80,25,0,IHL
0,St. Louis Flyers,1,1932-33,44,1,38,26,0,AHA
2,Syracuse Stars,2,1933-34,43,4,76,27,0,IHL
4,2 Teams,0,1934-35,42,4,67,28,0,IHL
2,Syracuse Stars,0,1934-35,28,2,45,28,0,IHL
2,Windsor Bulldogs,0,1934-35,14,2,22,28,0,IHL
5,2 Teams,1,1935-36,44,6,54,29,0,IHL
1,Windsor Bulldogs,0,1935-36,12,1,6,29,0,IHL
4,Pittsburgh Shamrocks,1,1935-36,32,5,48,29,0,IHL
1,Kansas City Greyhounds,0,1936-37,41,1,56,30,0,AHA
