year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1992-93,16,0,0,0,0,CIS,6,Krylja Sovetov Moscow,0
1993-94,17,1,2,0,0,CIS,3,Krylja Sovetov Moscow,1
2003-04,27,0,2,2,0,Russia,11,Avangard Omsk,2
2004-05,28,0,35,3,0,Russia,11,Avangard Omsk,3
2006-07,30,2,14,9,5,AHL,14,Manchester Monarchs,11
2007-08,31,2,10,6,0,Russia,16,Salavat Yulayev Ufa,8
2008-09,32,0,0,0,0,KHL,2,Salavat Yulayev Ufa,0
2009-10,33,1,4,4,0,KHL,16,Salavat Yulayev Ufa,5
2010-11,34,1,12,0,0,KHL,7,Salavat Yulayev Ufa,1
2011-12,35,0,2,1,0,KHL,4,Metallurg Magnitogorsk,1
2012-13,36,0,0,0,0,KHL,3,Metallurg Magnitogorsk,0
