league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,68,0,19,34,11,0,,TOR,[],2.9,1,10,-9,1,0,1981-82,,0,263,0,10
NHL,30,0,20,13,0,0,,TOR,[],0.0,0,0,-24,0,0,1982-83,,0,146,0,0
NHL,11,0,21,3,2,0,,TOR,[],0.0,0,2,1,0,0,1983-84,,0,51,0,2
NHL,72,0,22,22,5,0,,TOR,[],0.0,0,5,0,0,0,1984-85,,0,250,0,5
NHL,61,0,23,28,5,0,,TOR,[],3.6,1,4,-17,1,0,1985-86,,0,141,0,4
NHL,56,0,24,27,5,0,,TOR,[],3.7,1,4,-2,1,0,1986-87,,0,103,0,4
NHL,67,1,25,56,11,0,,CHI,[],7.1,4,7,-19,4,0,1987-88,,0,131,1,6
NHL,68,0,26,38,4,0,,CHI,[],0.0,0,4,9,0,0,1988-89,,0,155,0,4
NHL,69,0,27,53,12,0,,CHI,[],3.8,1,10,-7,2,1,1989-90,,0,204,0,10
NHL,77,0,28,69,9,0,,CHI,[],5.8,4,5,8,4,0,1990-91,,0,151,1,4
NHL,74,1,29,62,4,0,,TOT,[],4.8,2,1,-37,3,1,1991-92,,0,91,0,1
NHL,62,1,29,56,4,0,,SJS,[],5.4,2,1,-34,3,1,1991-92,,0,70,0,1
NHL,12,0,29,6,0,0,,DET,[],0.0,0,0,-3,0,0,1991-92,,0,21,0,0
NHL,19,0,30,8,1,0,,TOR,[],12.5,1,0,5,1,0,1992-93,,0,34,0,0
NHL,33,0,31,14,3,0,,TOT,[],0.0,0,3,-7,0,0,1993-94,,0,46,0,3
NHL,3,0,31,0,0,0,,NYI,[],0,0,0,0,0,0,1993-94,,0,5,0,0
NHL,30,0,31,14,3,0,,HAR,[],0.0,0,3,-7,0,0,1993-94,,0,41,0,3
