pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Peterborough Petes,10,0,17,OMJHL,21,1977-78,17,7
0,Peterborough Petes,1,0,5,M-Cup,5,1977-78,17,4
6,Peterborough Petes,20,0,24,OMJHL,18,1978-79,18,4
0,Peterborough Petes,6,0,6,M-Cup,5,1978-79,18,0
8,Peterborough Petes,14,0,27,OMJHL,14,1979-80,19,13
0,Peterborough Petes,5,0,8,M-Cup,5,1979-80,19,3
0,New Brunswick Hawks,10,0,15,AHL,13,1980-81,20,5
14,Binghamton Whalers,8,0,12,AHL,13,1986-87,26,4
14,Saginaw Hawks,4,0,8,IHL,10,1987-88,27,4
0,Saginaw Hawks,1,0,4,IHL,6,1988-89,28,3
2,EV Landshut,3,0,4,Germany,5,1992-93,32,1
