assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Newmarket Hurricanes,0,2007-08,2,0,0,16,0,OPJHL
2,Georgina Ice,0,2007-08,7,2,22,16,0,Schmalz Cup
22,Georgina Ice,8,2007-08,38,30,45,16,0,COJCHL
24,Newmarket Hurricanes,14,2008-09,50,38,61,17,0,OJHL
15,Newmarket Hurricanes,5,2009-10,23,20,11,18,2,CCHL
15,UMass (Amherst),3,2010-11,28,18,24,19,-5,NCAA
18,UMass (Amherst),7,2011-12,36,25,18,20,12,NCAA
11,UMass (Amherst),5,2012-13,33,16,46,21,1,NCAA
14,UMass (Amherst),2,2013-14,34,16,39,22,-10,NCAA
5,Portland Pirates,0,2013-14,15,5,6,22,-4,AHL
0,Gwinnett Gladiators,1,2014-15,3,1,0,23,2,ECHL
15,Portland Pirates,2,2014-15,63,17,34,23,7,AHL
8,St. John\'s IceCaps,5,2015-16,64,13,25,24,-11,AHL
20,St. John\'s IceCaps,2,2016-17,65,22,34,25,11,AHL
