league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,69,1,20,156,56,7,,WSH,"[{'link': '/awards/voting-1979.html#byng', 'name': 'Byng-17'}, {'link': '/awards/voting-1979.html#calder', 'name': 'Calder-2'}]",17.9,22,28,-1,28,0,1978-79,,6,70,0,21
NHL,80,1,21,157,66,8,,WSH,[],15.3,11,42,-1,24,1,1979-80,,12,106,2,32
NHL,80,1,22,178,68,8,,WSH,[],13.5,20,44,-9,24,0,1980-81,,4,150,0,36
NHL,78,3,23,183,87,14,,WSH,"[{'link': '/awards/voting-1982.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-1982.html#selke', 'name': 'Selke-8'}]",20.8,18,49,-3,38,1,1981-82,,19,142,0,35
NHL,0,4,24,169,75,10,,MTL,"[{'link': '/awards/voting-1983.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-1983.html#selke', 'name': 'Selke-24'}]",17.2,20,46,15,29,1,1982-83,,8,40,0,36
NHL,73,4,25,117,49,5,,MTL,[],17.1,12,29,-11,20,1,1983-84,,7,83,0,24
NHL,72,0,26,120,38,2,,MTL,[],15.8,8,19,-18,19,0,1984-85,,11,59,0,17
NHL,69,1,27,115,49,16,,MTL,[],13.0,6,34,-9,15,0,1985-86,,9,45,0,18
NHL,76,4,28,117,46,3,,MTL,[],19.7,12,23,-6,23,0,1986-87,,11,34,0,20
NHL,61,3,29,93,36,4,,MTL,"[{'link': '/awards/voting-1988.html#selke', 'name': 'Selke-31'}]",14.0,7,23,12,13,0,1987-88,,6,39,0,19
NHL,78,0,30,104,31,2,,MTL,[],13.5,12,17,23,14,1,1988-89,,1,48,0,15
NHL,70,1,31,109,24,0,,MTL,[],7.3,7,16,4,8,0,1989-90,,1,59,2,14
NHL,25,0,32,14,1,0,,MTL,[],0.0,0,1,-3,0,0,1990-91,,0,12,0,1
NHL,67,0,33,73,17,1,,VAN,[],8.2,4,11,6,6,1,1991-92,,1,49,2,8
NHL,25,0,34,15,3,0,,VAN,[],20.0,3,0,-2,3,0,1992-93,,0,10,0,0
