age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
24,,0.0,0,0,-1,NHL,3,0,1982-83,0,2,0,,0,11,,MTL,0
25,,8.7,1,1,-3,NHL,15,0,1983-84,1,23,2,,1,4,,MTL,3
26,,11.8,2,7,-7,NHL,12,0,1984-85,0,17,2,,0,13,,MTL,9
27,SC,0.0,0,1,-2,NHL,5,0,1985-86,0,8,0,,0,2,,MTL,1
28,,25.0,4,12,4,NHL,17,1,1986-87,1,28,7,,2,10,,MTL,19
29,,11.1,0,4,-3,NHL,11,0,1987-88,1,18,2,,2,6,,MTL,6
30,,8.6,2,5,2,NHL,21,1,1988-89,2,35,3,,0,6,,MTL,8
31,,0.0,0,2,2,NHL,11,0,1989-90,0,10,0,,0,0,,MTL,2
32,,0.0,0,0,0,NHL,5,0,1990-91,0,2,0,,0,2,,MTL,0
33,,0.0,0,3,-1,NHL,13,0,1991-92,0,6,0,,0,8,,VAN,3
