assists,year,games_played,points,goals,team,age,pim,plus_minus,league
5,1992-93,13,7,2,Laval-Laurentides,15,24,0,QAAA
1,1993-94,4,1,0,Verdun College Francais,16,14,0,QMJHL
8,1994-95,19,19,11,Hull Olympiques,17,43,0,QMJHL
0,1994-95,3,2,2,Hull Olympiques,17,12,0,M-Cup
13,1995-96,18,19,6,Hull Olympiques,18,64,0,QMJHL
13,1996-97,14,24,11,Hull Olympiques,19,48,0,QMJHL
6,1996-97,4,7,1,Hull Olympiques,19,12,0,M-Cup
1,1997-98,4,1,0,Fredericton Canadiens,20,7,0,AHL
6,1998-99,15,9,3,Fredericton Canadiens,21,39,0,AHL
0,1999-00,3,0,0,Quebec Citadelles,22,4,0,AHL
0,2000-01,6,1,1,Quebec Citadelles,23,53,0,AHL
5,2002-03,15,7,2,Bracknell Bees,25,65,0,Britain
17,2003-04,22,24,7,St-Georges Garaga,26,87,0,QSPHL
2,2004-05,9,4,2,St-Georges Garaga,27,49,0,QNAHL
