pim,team,assists,plus_minus,points,league,games_played,year,age,goals
24,South Windsor High School,15,0,31,High-CT,23,1990-91,14,16
56,Springfield Olympics,29,0,50,NEJHL,49,1991-92,15,21
120,Springfield Olympics,60,0,77,NEJHL,43,1992-93,16,17
185,Springfield Olympics,26,0,57,NEJHL,35,1993-94,17,31
92,Clarkson Knights,11,0,23,ECAC,32,1994-95,18,12
108,Clarkson Knights,8,0,18,ECAC,38,1995-96,19,10
86,Clarkson Knights,25,0,48,ECAC,37,1996-97,20,23
106,Clarkson Knights,21,0,39,ECAC,35,1997-98,21,18
123,Saint John Flames,27,-10,40,AHL,73,1998-99,22,13
134,Saint John Flames,17,11,33,AHL,48,1999-00,23,16
131,Saint John Flames,17,22,35,AHL,48,2000-01,24,18
6,United States,0,-1,2,WC-A,7,2001-02,25,2
0,Minnesota State-Mankato,0,0,0,WCHA,0,2004-05,28,0
6,SC Bern,0,0,0,Swiss,3,2004-05,28,0
86,Storhamar Dragons Hamar,4,0,14,Norway,15,2004-05,28,10
0,Minnesota State-Mankato,0,0,0,WCHA,0,2005-06,29,0
0,Minnesota State-Mankato,0,0,0,WCHA,0,2006-07,30,0
4,United States,1,1,3,WC-A,6,2006-07,30,2
4,Providence Bruins,0,-2,0,AHL,6,2011-12,35,0
