age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
25,,0.0,0,1,-3,NHL,7,0,2007-08,0,2,0,149,0,6,11,WSH,1
26,,0.0,0,1,1,NHL,14,0,2008-09,0,6,0,253,0,8,11,WSH,1
27,,0.0,0,0,1,NHL,5,0,2009-10,0,1,0,80,0,2,5,WSH,0
28,,0,0,0,0,NHL,1,0,2010-11,0,0,0,13,0,2,0,BUF,0
