age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,9.1,1,9,-5,NHL,0,0,1974-75,0,55,5,,3,30,,NYI,14
22,,11.9,3,0,9,NHL,13,0,1975-76,1,42,5,,2,32,,NYI,19
23,,16.2,4,4,12,NHL,12,0,1976-77,0,37,6,,2,20,,NYI,10
24,,6.3,2,2,1,NHL,7,0,1977-78,0,32,2,,0,6,,NYI,4
25,,10.0,4,7,6,NHL,10,0,1978-79,1,40,4,,0,8,,NYI,11
26,SC,7.1,2,13,10,NHL,0,0,1979-80,1,0,6,,4,24,,NYI,19
27,SC,18.2,1,17,18,NHL,18,1,1980-81,2,44,8,,6,16,,NYI,25
28,SC,8.9,2,16,9,NHL,0,0,1981-82,0,56,5,,3,30,,NYI,21
29,SC,11.8,4,12,0,NHL,0,0,1982-83,1,68,8,,4,22,,NYI,20
30,,1.8,0,5,-5,NHL,20,0,1983-84,0,56,1,,1,28,,NYI,6
31,,13.6,2,2,0,NHL,10,0,1984-85,1,22,3,,1,10,,NYI,5
32,,0.0,0,1,-2,NHL,3,0,1985-86,0,4,0,,0,0,,NYI,1
33,,9.1,1,2,-7,NHL,10,0,1986-87,0,22,2,,1,21,,NYI,4
34,,6.7,0,4,-3,NHL,5,0,1987-88,0,15,1,,1,6,,NYI,5
