game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,0,0,0,5,0,1961-62,0,0,0,0,,NHL,0,0,20,2,[],0,0,,DET
0,0,0,0,4,0,1964-65,0,0,0,0,,NHL,0,0,23,2,[],0,0,,DET
1,0,0,0,53,13,1965-66,0,0,7,0,,NHL,0,0,24,18,[],20,7,,BOS
1,0,0,0,60,12,1966-67,0,1,6,0,,NHL,0,0,25,14,[],18,5,,BOS
0,-7,70,0,47,12,1967-68,11,0,7,1,,NHL,10.0,1,26,18,[],19,6,,PIT
3,-10,53,1,62,12,1968-69,11,0,7,0,,NHL,13.2,0,27,6,[],19,7,,TOT
0,-6,2,0,14,0,1968-69,0,0,0,0,,NHL,0.0,0,27,2,[],0,0,,PIT
3,-4,51,1,48,12,1968-69,11,0,7,0,,NHL,13.7,0,27,4,[],19,7,,OAK
0,-18,45,1,52,5,1969-70,3,1,5,1,,NHL,11.1,1,28,16,[],10,3,,OAK
0,0,0,0,72,8,1972-73,0,6,8,1,,WHA,0,0,31,8,[],16,1,,CLC
