power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,4,1,0,NHL,1982-83,19,1,WSH,,0,2,-4,0,11,,,9.1,1
1,8,3,0,NHL,1983-84,20,2,WSH,,1,25,-2,0,15,,,13.3,1
0,5,5,0,NHL,1984-85,21,1,WSH,,4,8,0,0,15,,,6.7,1
2,9,9,1,NHL,1985-86,22,5,WSH,,4,12,4,0,24,,,20.8,3
0,5,3,0,NHL,1986-87,23,1,LAK,,2,2,-4,0,4,,,25.0,1
0,5,2,0,NHL,1987-88,24,1,LAK,,1,0,-7,0,13,,,7.7,1
1,8,2,1,NHL,1988-89,25,1,BOS,,1,4,-6,0,19,,,5.3,0
2,21,10,1,NHL,1989-90,26,4,BOS,,6,39,-3,0,41,,,9.8,2
0,1,1,0,NHL,1990-91,27,0,BOS,,1,2,1,0,1,,,0.0,0
0,8,1,0,NHL,1991-92,28,0,BOS,,1,6,-1,0,13,,,0.0,0
0,6,5,0,NHL,1992-93,29,1,WSH,,4,6,2,0,13,,,7.7,1
0,20,8,0,NHL,1993-94,30,1,NJD,,7,20,-1,0,39,,,2.6,1
1,17,5,0,NHL,1994-95,31,1,NJD,,4,6,-1,0,21,,SC,4.8,0
0,10,3,0,NHL,1996-97,33,1,NJD,,2,2,2,0,15,,,6.7,1
0,6,1,0,NHL,1997-98,34,1,NJD,,0,0,0,0,3,,,33.3,1
0,7,0,0,NHL,1998-99,35,0,NJD,14:15,0,2,-1,0,7,100,,0.0,0
