year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1993-94,17,0,0,0,0,CzRep,7,HC Chemopetrol Litvinov,0
1993-94,17,2,8,1,0,EJC-A,5,Czech Republic,3
1994-95,18,23,141,20,0,WHL,72,Moose Jaw Warriors,43
1995-96,19,2,14,0,0,AHL,5,Worcester IceCats,2
1995-96,19,15,115,9,0,WHL,29,2 Teams,24
1995-96,19,0,34,4,0,WHL,7,Moose Jaw Warriors,4
1995-96,19,15,81,5,0,WHL,22,Prince Albert Raiders,20
1996-97,20,8,139,8,0,IHL,50,Phoenix Roadrunners,16
1997-98,21,10,93,10,-5,AHL,29,Fredericton Canadiens,20
1999-00,23,1,12,0,-3,AHL,12,Philadelphia Phantoms,1
1999-00,23,8,171,15,0,Germany,44,ESC Moskitos Essen,23
2000-01,24,15,121,13,0,Finland,54,Pelicans Lahti,28
2001-02,25,13,177,10,0,Finland,53,2 Teams,23
2001-02,25,4,86,3,0,Finland,30,Ilves Tampere,7
2001-02,25,9,91,7,0,Finland,23,HIFK Helsinki,16
2002-03,26,11,90,12,0,Finland,39,HIFK Helsinki,23
2003-04,27,10,118,15,0,Finland,45,HIFK Helsinki,25
2004-05,28,3,130,2,0,Finland,39,HIFK Helsinki,5
2005-06,29,4,87,3,0,Finland,23,Jokerit Helsinki,7
2005-06,29,5,81,6,0,CzRep,27,HC Sparta Praha,11
