year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1999-00,16,15,61,19,0,ON-Jr.A,49,Thornhill Rattlers,34
2000-01,17,9,87,14,0,OHL,68,Plymouth Whalers,23
2001-02,18,20,104,23,0,OHL,65,Plymouth Whalers,43
2002-03,19,35,120,50,0,OHL,68,Plymouth Whalers,85
2003-04,20,10,186,32,24,AHL,72,Chicago Wolves,42
2004-05,21,16,226,8,1,AHL,77,Chicago Wolves,24
2005-06,22,22,184,18,17,AHL,71,Chicago Wolves,40
2007-08,24,14,96,13,-12,AHL,62,Norfolk Admirals,27
2008-09,25,20,70,8,-3,AHL,72,Rochester Americans,28
2009-10,26,12,30,14,0,Germany,40,Straubing Tigers,26
2010-11,27,16,133,21,0,Germany,51,Straubing Tigers,37
2011-12,28,13,92,23,0,Germany,47,Straubing Tigers,36
2012-13,29,16,56,18,0,Germany,52,Straubing Tigers,34
