pim,team,assists,plus_minus,points,league,games_played,year,age,goals
197,Toronto Marlboros,50,0,85,GTHL,68,2004-05,15,35
79,2 Teams,10,-4,20,OHL,47,2005-06,16,10
25,Windsor Spitfires,4,-2,7,OHL,18,2005-06,16,3
54,Sudbury Wolves,6,-2,13,OHL,29,2005-06,16,7
104,Sudbury Wolves,22,0,42,OHL,53,2006-07,17,20
133,London Knights,33,10,61,OHL,60,2007-08,18,28
2,Rockford IceHogs,0,-2,0,AHL,2,2007-08,18,0
14,Rockford IceHogs,0,-1,2,AHL,5,2008-09,19,2
91,2 Teams,26,-10,44,OHL,45,2008-09,19,18
30,London Knights,10,-1,18,OHL,16,2008-09,19,8
61,Sudbury Wolves,16,-9,26,OHL,29,2008-09,19,10
69,Rockford IceHogs,6,-2,17,AHL,48,2009-10,20,11
18,Toledo Walleye,9,-12,14,ECHL,13,2009-10,20,5
22,Gwinnett Gladiators,8,-8,20,ECHL,16,2010-11,21,12
73,2 Teams,9,-1,18,AHL,59,2010-11,21,9
53,Chicago Wolves,5,-4,9,AHL,43,2010-11,21,4
20,Peoria Rivermen,4,3,9,AHL,16,2010-11,21,5
28,Colorado Eagles,4,-1,6,ECHL,10,2011-12,22,2
59,Abbotsford Heat,4,-13,14,AHL,42,2011-12,22,10
111,Abbotsford Heat,7,-7,11,AHL,42,2012-13,23,4
