won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
,0,NHL,7,STL,415,29,4,144,0,19,0,-5.85,0,0,3,0,0,0,0,.882,1999-00,161,2.75,0,142
,0,NHL,14,STL,908,30,5,93,0,31,0,2.49,0,0,9,0,0,0,0,.919,2000-01,382,2.05,2,351
,0,NHL,1,CGY,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2003-04,3,0.00,0,3
