year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1977-78,16,20,32,21,0,BCJHL,46,Kelowna Packers,41
1978-79,17,18,53,15,0,WHL,69,Victoria Cougars,33
1979-80,18,45,61,49,0,WHL,72,Victoria Cougars,94
1980-81,19,0,2,0,0,DN-Cup,3,Minnesota North Stars,0
1980-81,19,34,72,53,0,WHL,44,Victoria Cougars,87
1983-84,22,25,16,32,0,AHL,62,Hershey Bears,57
1984-85,23,4,0,3,0,Swiss,10,EHC Chur,7
1985-86,24,16,10,8,0,Finland,31,Lukko Rauma,24
1986-87,25,5,16,6,0,Finland,22,Lukko Rauma,11
1988-89,27,26,0,24,0,Austria,32,EHC Lustenau,50
1989-90,28,8,4,5,0,Austria,16,EHC Lustenau,13
1991-92,30,5,28,12,0,German-2,14,EC Bad Nauheim,17
1991-92,30,2,4,0,0,Germany,6,Berliner SC Preussen,2
