average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,62,2,0,NHL,20,27,75,40,274,26,5,0,4,1974-75,BUF,31,31,"[{'link': '/awards/voting-1975.html#calder', 'name': 'Calder-3'}]",11.3,,78
,73,9,1,NHL,21,19,129,32,303,41,8,0,4,1975-76,BUF,50,23,[],16.5,,79
,26,0,0,NHL,22,14,73,7,92,8,3,0,1,1976-77,BUF,11,15,[],12.0,,35
,77,2,0,NHL,23,30,95,32,265,30,9,0,8,1977-78,BUF,39,38,[],14.7,,69
,67,3,0,NHL,24,28,90,18,260,20,7,1,11,1978-79,BUF,27,40,[],10.4,,71
,89,0,0,NHL,25,23,90,49,270,39,17,0,10,1979-80,BUF,0,33,"[{'link': '/awards/nhl_all_star.html#1980', 'name': None}, {'link': '/awards/voting-1980.html#hart', 'name': 'Hart-5'}]",20.7,,76
,85,7,0,NHL,26,26,109,12,248,31,15,0,13,1980-81,BUF,46,39,"[{'link': '/awards/voting-1981.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-1981.html#hart', 'name': 'Hart-10'}]",18.5,,73
,43,1,1,NHL,27,16,99,-4,171,15,4,0,7,1981-82,TOT,20,23,[],11.7,,58
,21,1,0,NHL,27,9,25,0,71,5,2,0,5,1981-82,BUF,7,14,[],9.9,,22
,22,0,1,NHL,27,7,74,-4,100,10,2,0,2,1981-82,DET,13,9,[],13.0,,36
,61,3,0,NHL,28,28,107,-16,224,20,6,1,6,1982-83,DET,26,35,[],11.6,,79
,26,2,0,NHL,29,12,147,3,148,12,1,0,1,1983-84,DET,13,13,[],8.8,,63
,56,3,0,NHL,30,24,163,5,167,24,3,0,5,1984-85,DET,27,29,[],16.2,,71
,16,0,0,NHL,31,6,102,-19,108,6,1,1,2,1985-86,DET,7,9,[],6.5,,57
,4,0,0,NHL,32,3,6,2,22,1,0,0,0,1986-87,EDM,1,3,[],4.5,,18
