year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1982-83,16,0,0,0,0,OHL,1,Kitchener Rangers,0
1983-84,17,6,9,14,0,OHL,16,Kitchener Rangers,20
1983-84,17,6,0,2,0,M-Cup,4,Kitchener Rangers,8
1984-85,18,2,2,4,0,OHL,4,Kitchener Rangers,6
1986-87,20,1,7,3,0,AHL,7,New Haven Nighthawks,4
1989-90,23,7,41,10,0,IHL,15,Muskegon Lumberjacks,17
