year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1967-68,18,6,6,10,0,OHA-Jr.,32,Oshawa Generals,16
1968-69,19,21,45,39,0,OHA-Jr.,54,Oshawa Generals,60
1969-70,20,28,36,36,0,WIHL,48,Nelson Maple Leafs,64
1970-71,21,21,28,45,0,WIHL,48,Nelson Maple Leafs,66
1971-72,22,23,24,39,0,IHL,66,Columbus Seals,62
1972-73,23,33,17,24,0,WHL,66,Salt Lake Golden Eagles,57
1973-74,24,20,30,22,0,CHL,60,Tulsa Oilers,42
1974-75,25,19,9,18,0,OHA-Sr.,37,Whitby Warriors,37
1975-76,26,25,18,35,0,OHA-Sr.,44,Whitby Warriors,60
1976-77,27,22,21,26,0,OHA-Sr.,34,Whitby Warriors,48
1977-78,28,9,10,19,0,OHA-Sr.,36,Whitby Warriors,28
