giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,82,2,20,0,0,137,39,0,19,1491,OTT,0,0,"[{'link': '/awards/voting-2006.html#calder', 'name': 'Calder-7'}]",7.3,5,29,34,10,0,0,2005-06,0,18:11,5,61,1,9
0,NHL,82,1,21,0,0,147,35,0,10,1778,OTT,0,0,[],4.8,7,28,-15,7,0,0,2006-07,0,21:41,0,102,1,17
48,NHL,82,1,22,1,354,160,36,101,10,1725,OTT,33,0.0,"[{'link': '/awards/voting-2008.html#norris', 'name': 'Norris-17'}]",5.6,2,27,5,9,0,1,2007-08,100,21:02,6,50,0,17
40,NHL,52,1,23,1,182,87,16,68,4,1257,TBL,21,0.0,[],2.3,1,14,-4,2,0,0,2008-09,98,24:11,1,36,0,10
35,NHL,81,1,24,0,277,145,17,111,5,1635,TBL,26,0,[],4.1,4,11,-14,6,0,0,2009-10,107,20:11,2,50,0,6
40,NHL,81,2,25,0,314,144,32,189,3,1711,PHI,34,0,"[{'link': '/awards/voting-2011.html#AS', 'name': 'AS-15'}, {'link': '/awards/voting-2011.html#norris', 'name': 'Norris-16'}]",5.6,5,24,30,8,0,0,2010-11,139,21:07,3,42,0,21
30,NHL,62,2,26,0,239,114,25,144,1,1281,PHI,21,0,[],6.1,5,18,6,7,0,0,2011-12,88,20:40,2,38,0,17
6,NHL,11,0,27,0,42,18,2,18,1,203,PHI,2,0,[],0.0,0,2,-9,0,0,0,2012-13,24,18:28,0,2,0,1
28,NHL,52,0,28,0,183,84,22,67,1,925,TOT,11,0,[],8.3,6,15,5,7,0,0,2013-14,64,17:47,1,40,0,14
20,NHL,38,0,28,0,143,62,17,54,1,660,PHI,8,0,[],8.1,5,12,1,5,0,0,2013-14,49,17:22,0,34,0,11
8,NHL,14,0,28,0,40,22,5,13,0,265,BOS,3,0,[],9.1,1,3,4,2,0,0,2013-14,15,18:54,1,6,0,3
18,NHL,60,1,29,0,139,67,14,67,0,1074,BUF,8,0,[],10.4,6,7,-13,7,0,0,2014-15,94,17:54,1,36,0,7
